accuracy (top 1),accuracy (top 5),MRR,n_train,i_repeat,layer,architecture,task,kind,source
0.158,0.414,0.2891649271063598,20,8,encode_3,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1676,0.4364,0.3031223310039031,50,8,encode_3,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0796,0.2376,0.17951173698367553,1,9,encode_3,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1356,0.356,0.2548879882664544,5,9,encode_3,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1564,0.4024,0.2872644984733849,20,9,encode_3,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1692,0.4224,0.30083522292105447,50,9,encode_3,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0808,0.2576,0.18351645590979018,1,0,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1184,0.334,0.24089049261958462,5,0,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1632,0.408,0.29358408544731956,20,0,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.176,0.4472,0.31266273522716664,50,0,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0868,0.2416,0.18360232783858338,1,1,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1404,0.3456,0.2554224098422458,5,1,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1608,0.4236,0.2983494936276696,20,1,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1744,0.4308,0.3113412610437312,50,1,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.088,0.2712,0.19174837429064556,1,2,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1328,0.3616,0.2570644065282696,5,2,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.178,0.4296,0.30819815277760165,20,2,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.188,0.4588,0.3228209728718969,50,2,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.062,0.2296,0.161531083563688,1,3,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1268,0.3528,0.24823992913907805,5,3,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1616,0.416,0.2937870529492695,20,3,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1796,0.4316,0.31256295670849166,50,3,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0624,0.222,0.16139373565625925,1,4,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1264,0.3676,0.2516166607086848,5,4,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1584,0.4112,0.28889893825415386,20,4,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.178,0.4372,0.31168678294264873,50,4,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0684,0.2224,0.1653112006596328,1,5,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.126,0.3396,0.2473593571444528,5,5,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1656,0.4224,0.2997138556774897,20,5,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1836,0.4432,0.31470268609837515,50,5,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0684,0.2332,0.17022888670356828,1,6,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1484,0.36,0.2670135486567007,5,6,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1844,0.426,0.31050953731622516,20,6,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1848,0.4416,0.31766712348602755,50,6,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0912,0.27,0.19962005195296237,1,7,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1428,0.38,0.2690940559867412,5,7,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1692,0.4076,0.2972080353600141,20,7,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.18,0.4312,0.3128597962382382,50,7,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0692,0.1972,0.15896579974961195,1,8,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1324,0.3444,0.24942834707578,5,8,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1752,0.4232,0.30062894493121595,20,8,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.18,0.4452,0.3140464794527593,50,8,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0804,0.2492,0.18413513994176836,1,9,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1344,0.3528,0.256031255034134,5,9,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1624,0.402,0.2923697450056829,20,9,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1732,0.4284,0.30570500474009243,50,9,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0856,0.26,0.18812042954010105,1,0,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1408,0.3768,0.2643212077304808,5,0,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1808,0.4532,0.320513506302855,20,0,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2012,0.4996,0.3479201032412516,50,0,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0884,0.2536,0.18648116764821576,1,1,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1428,0.3604,0.2620303402803969,5,1,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1892,0.4596,0.3273939329328432,20,1,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1964,0.4804,0.3398295849166341,50,1,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0856,0.2852,0.19739629795442926,1,2,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1448,0.3896,0.27068312850720955,5,2,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1876,0.4704,0.3258545607530513,20,2,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2012,0.4972,0.34260134386789187,50,2,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.07,0.2556,0.17482763063381931,1,3,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1296,0.3644,0.2577084271288758,5,3,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1852,0.4556,0.3208596570249667,20,3,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1984,0.4876,0.34037941569410435,50,3,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0624,0.2264,0.16405374066197598,1,4,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1452,0.3908,0.2716997910881586,5,4,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1748,0.4432,0.31024951253019134,20,4,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1984,0.4796,0.33922505253011725,50,4,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0748,0.2468,0.17476862998414955,1,5,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1364,0.3624,0.2612969650432465,5,5,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.18,0.4544,0.31890437318869913,20,5,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2008,0.4792,0.3385620556832842,50,5,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0812,0.266,0.19269394656005243,1,6,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1504,0.3836,0.27769023596573744,5,6,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1932,0.4612,0.328124766461435,20,6,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.206,0.4864,0.344416044341113,50,6,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0956,0.286,0.2075378609412581,1,7,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1472,0.3888,0.2758974614864335,5,7,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1784,0.4672,0.317864377246899,20,7,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1988,0.4756,0.33868463500692847,50,7,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0732,0.2228,0.1693836635461166,1,8,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1476,0.3704,0.2671872734432295,5,8,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1776,0.4596,0.3170342026756503,20,8,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.202,0.4876,0.3411924950234257,50,8,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.084,0.262,0.18903520586726555,1,9,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1468,0.3888,0.27351200717502977,5,9,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1852,0.444,0.31713864864214497,20,9,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1936,0.4636,0.3291689537476587,50,9,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.098,0.2616,0.1936370857801616,1,0,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1492,0.3904,0.27570902105565404,5,0,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1992,0.488,0.3426398823122543,20,0,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2272,0.5284,0.37375918266416913,50,0,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0792,0.2424,0.17705899437833592,1,1,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1404,0.3812,0.2668199895804104,5,1,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1908,0.4836,0.33436422812827155,20,1,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.206,0.51,0.3554619331665594,50,1,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0824,0.256,0.18622411931304805,1,2,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1512,0.4084,0.28495778801346644,5,2,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1948,0.4916,0.3392284895702943,20,2,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2168,0.5288,0.36662837014111976,50,2,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0668,0.2504,0.1726014490212139,1,3,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1368,0.39,0.26772688971339675,5,3,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1948,0.4792,0.334967448606319,20,3,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2152,0.514,0.36192148365227145,50,3,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.056,0.2144,0.15647569694098257,1,4,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.14,0.3932,0.2708426976692988,5,4,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1844,0.4764,0.3287315990354379,20,4,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2172,0.5208,0.3617230351206704,50,4,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0776,0.2456,0.1768727699898976,1,5,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1396,0.3924,0.27026126900129877,5,5,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.19,0.4828,0.3360338817880203,20,5,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2128,0.5224,0.36037653217191185,50,5,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0892,0.2736,0.19652386222203252,1,6,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1532,0.3992,0.2809612433846041,5,6,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2052,0.4896,0.34361130803456186,20,6,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2224,0.5132,0.3639588333313428,50,6,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0868,0.252,0.18545323320838436,1,7,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1404,0.3852,0.2706150836796456,5,7,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1896,0.478,0.33331102246232863,20,7,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.208,0.5132,0.3586860790210375,50,7,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0716,0.2224,0.16743533544112985,1,8,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1396,0.3776,0.26602468568892085,5,8,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1844,0.4732,0.3289872836836077,20,8,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2164,0.5176,0.36244845638819956,50,8,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0804,0.2612,0.186034743634229,1,9,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.148,0.3992,0.2799649616322575,5,9,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1784,0.4804,0.3257239031779866,20,9,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2116,0.5016,0.353114738670534,50,9,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0772,0.2168,0.16990620665333878,1,0,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1276,0.378,0.25655385559694704,5,0,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1764,0.464,0.317769912387762,20,0,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2256,0.5208,0.367412412844191,50,0,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0752,0.2392,0.17154886134035782,1,1,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1188,0.3556,0.24448698969620494,5,1,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1844,0.4736,0.3281425958606203,20,1,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2032,0.512,0.3527303218037133,50,1,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0596,0.2256,0.16008585734154726,1,2,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1224,0.3656,0.24950769366938558,5,2,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1864,0.476,0.32851167675031345,20,2,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2204,0.5164,0.36383118325743385,50,2,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0664,0.2172,0.16075294311794408,1,3,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1284,0.3688,0.25424904461910175,5,3,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1764,0.4588,0.317761373179376,20,3,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1968,0.5084,0.34806558387097586,50,3,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0624,0.2152,0.15803634337409397,1,4,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1204,0.3576,0.24578416400556422,5,4,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1828,0.4696,0.32202639991277904,20,4,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.218,0.5132,0.36061786239304944,50,4,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.076,0.2348,0.17142202295426215,1,5,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1264,0.3772,0.2565759792601461,5,5,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.182,0.482,0.32787821770542175,20,5,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2124,0.5148,0.35716511499782333,50,5,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0888,0.2452,0.18410696078053093,1,6,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1468,0.3712,0.2657739117476993,5,6,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.19,0.4508,0.3211078818422105,20,6,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2064,0.496,0.34980281051458567,50,6,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0732,0.2296,0.16620397698111203,1,7,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.126,0.376,0.2544424053639512,5,7,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1848,0.4712,0.32659987948679675,20,7,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2196,0.5064,0.3592190115471579,50,7,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0704,0.216,0.1625047923964789,1,8,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.132,0.3616,0.2540574373722988,5,8,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1708,0.4612,0.31344988540681656,20,8,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.2084,0.502,0.35082639085021833,50,8,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0896,0.2548,0.1891005243845535,1,9,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1336,0.3672,0.25670388343619166,5,9,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1728,0.4608,0.3170009422567176,20,9,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.19,0.4976,0.3377934853642825,50,9,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0608,0.1808,0.14448248458116497,1,0,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0928,0.2508,0.19341374921180987,5,0,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1184,0.3124,0.23102894520948097,20,0,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1292,0.3284,0.24115561414253253,50,0,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0536,0.1892,0.14300399120666799,1,1,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0876,0.2476,0.18653166907594998,5,1,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1056,0.3036,0.21753868735249002,20,1,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1148,0.3324,0.23472757898911015,50,1,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0556,0.2048,0.15012140040376934,1,2,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0884,0.284,0.19902002389487705,5,2,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1224,0.33,0.23583139338131714,20,2,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1204,0.3192,0.23688214645138192,50,2,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0632,0.202,0.15276758256716264,1,3,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.088,0.2504,0.188404497764854,5,3,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1064,0.312,0.21944052489231794,20,3,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.116,0.3124,0.22983908935424424,50,3,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.058,0.2048,0.15262308191306398,1,4,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0876,0.2388,0.18659205613010882,5,4,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1128,0.3004,0.21978142527694508,20,4,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1224,0.3168,0.23451364630885838,50,4,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.064,0.192,0.15206955527939597,1,5,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0908,0.2764,0.19688145782018446,5,5,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1028,0.3068,0.21784106808866383,20,5,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1196,0.3176,0.230892944672142,50,5,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0556,0.2052,0.15113416640495453,1,6,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1012,0.2896,0.208321177849781,5,6,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1164,0.3036,0.224153745477845,20,6,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1196,0.3188,0.23228330287098947,50,6,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.062,0.2036,0.15303205380834342,1,7,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1,0.2812,0.20368434407271976,5,7,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1108,0.326,0.2261651400733349,20,7,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1248,0.328,0.23890169918702103,50,7,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.062,0.182,0.14912453311191293,1,8,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0772,0.2572,0.18166606741538593,5,8,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.112,0.2916,0.21998858892072318,20,8,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1192,0.314,0.23318540055169068,50,8,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0784,0.218,0.16882287621172745,1,9,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0888,0.2664,0.19307092299221254,5,9,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1048,0.302,0.21989120295079684,20,9,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.1112,0.3036,0.2243679246491207,50,9,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.042,0.1352,0.1173725516076188,1,0,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0544,0.1644,0.13736157122650708,5,0,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.056,0.1952,0.15063148895930747,20,0,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0572,0.2004,0.15222425959048064,50,0,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0368,0.1356,0.11191523137446077,1,1,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0536,0.1756,0.13879056412473645,5,1,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0588,0.1996,0.15247957723574987,20,1,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.064,0.194,0.15386614613961133,50,1,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0436,0.1604,0.12623034877353315,1,2,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0456,0.1848,0.13825300396934126,5,2,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0572,0.2008,0.15103769414883217,20,2,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0588,0.2048,0.15458493308706872,50,2,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.044,0.1536,0.12427378492543589,1,3,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.05,0.1748,0.1351226545919137,5,3,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0644,0.1888,0.15391252249475826,20,3,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0596,0.1904,0.15106930696213935,50,3,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0344,0.15,0.11975833023653065,1,4,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0524,0.156,0.13282421146343862,5,4,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0636,0.1872,0.1523114148923461,20,4,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0656,0.2088,0.1604974125419498,50,4,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0448,0.156,0.1268370762101292,1,5,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.052,0.1912,0.14266228461149041,5,5,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0568,0.1956,0.14754150788180492,20,5,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0564,0.1948,0.1489800201497682,50,5,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0372,0.154,0.12177542820950903,1,6,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0564,0.1892,0.1466093630655653,5,6,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0604,0.1996,0.1540242488717733,20,6,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0524,0.1912,0.14723532726907126,50,6,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0408,0.1576,0.12452385825051883,1,7,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0608,0.178,0.14642427335073904,5,7,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0572,0.2016,0.1518400138857487,20,7,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
0.0624,0.2052,0.15892017357142293,50,7,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
