accuracy (top 1),accuracy (top 5),MRR,n_train,i_repeat,layer,architecture,task,kind,source
0.1572,0.406,0.29009293164272276,50,2,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0636,0.2388,0.1710847121716181,1,3,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1064,0.338,0.23421737122121652,5,3,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1392,0.3936,0.27391938936972665,20,3,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.152,0.4228,0.29158266336647987,50,3,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0684,0.2424,0.17349267805055876,1,4,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1148,0.3364,0.23505715943786662,5,4,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1484,0.4056,0.2802328302939299,20,4,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1564,0.428,0.2966108958633839,50,4,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0612,0.2136,0.15962578633117416,1,5,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1212,0.3484,0.24517018985372016,5,5,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1532,0.3996,0.2809738727803094,20,5,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1556,0.4144,0.28867687110596246,50,5,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0788,0.2396,0.17926447006940902,1,6,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1272,0.3456,0.24745444676089087,5,6,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1576,0.3964,0.2841474113103209,20,6,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1536,0.4116,0.2869696830659993,50,6,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0772,0.2364,0.17632179270773407,1,7,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1208,0.3444,0.24151787552465684,5,7,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1448,0.4052,0.2786521386019011,20,7,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1512,0.4076,0.2862280064624994,50,7,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.066,0.2144,0.16374907697800023,1,8,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1256,0.34,0.24437700337513957,5,8,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.148,0.4004,0.2787109219273773,20,8,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.164,0.4116,0.293848353928452,50,8,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0816,0.2572,0.1878262855496237,1,9,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1252,0.3668,0.252378270939175,5,9,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1504,0.3964,0.27933683283033295,20,9,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1548,0.4076,0.28823926807160677,50,9,layer2.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0824,0.224,0.17627501088053696,1,0,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1244,0.3288,0.2415032453320846,5,0,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1352,0.3956,0.26951708332566876,20,0,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1504,0.4188,0.28555909699977094,50,0,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0736,0.2636,0.18050103324524291,1,1,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.114,0.33,0.23639782921649372,5,1,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.144,0.4068,0.28020108556867407,20,1,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1548,0.4192,0.29006791683557237,50,1,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.08,0.2268,0.17386719423977368,1,2,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.124,0.3472,0.24558726074032491,5,2,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1488,0.3956,0.277889287596422,20,2,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1536,0.4008,0.2851312835650025,50,2,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0628,0.2316,0.1676029804846589,1,3,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.106,0.3352,0.2312421483594768,5,3,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1368,0.3952,0.27128574444208614,20,3,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1492,0.416,0.2877353651666931,50,3,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.068,0.2352,0.17169226337289037,1,4,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1096,0.3352,0.2299083064320133,5,4,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1448,0.3964,0.2763353941291776,20,4,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1516,0.4232,0.2915358742224523,50,4,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0624,0.216,0.1593987369246524,1,5,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.122,0.3384,0.24275626293957459,5,5,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1484,0.3996,0.2759070778445642,20,5,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1584,0.4084,0.28655929163761695,50,5,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0808,0.2388,0.18039141589299248,1,6,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1272,0.3452,0.24578634490723053,5,6,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1584,0.3956,0.28197221158816577,20,6,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1544,0.4108,0.28476908858261635,50,6,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0772,0.238,0.1749616594319207,1,7,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1152,0.3348,0.2360192683308309,5,7,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1436,0.3984,0.27439295173876604,20,7,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1508,0.3948,0.2818153333129999,50,7,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0656,0.2132,0.16318092472293308,1,8,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.124,0.3376,0.24051086087682494,5,8,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1464,0.3944,0.2750858351326797,20,8,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1624,0.4076,0.2906772715443751,50,8,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0856,0.2564,0.18838292351991773,1,9,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.122,0.354,0.24776149890260057,5,9,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1496,0.3876,0.27511959408354864,20,9,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1468,0.4052,0.27915776544951193,50,9,layer2.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0768,0.218,0.1701175314320194,1,0,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.122,0.312,0.23285049328284435,5,0,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1308,0.3676,0.25836810569468865,20,0,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1428,0.386,0.2704965251390516,50,0,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0732,0.2516,0.17699843794681686,1,1,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1124,0.3136,0.22831779025642313,5,1,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1376,0.378,0.2668627866664728,20,1,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1476,0.3936,0.2772503066013899,50,1,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.078,0.216,0.169159512585095,1,2,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1128,0.33,0.23156456833957895,5,2,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1436,0.37,0.263860954543439,20,2,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.144,0.3792,0.2697383781975732,50,2,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0628,0.22,0.1634535166934786,1,3,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0984,0.3196,0.21953237043637697,5,3,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.13,0.3724,0.2574855546850048,20,3,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1336,0.3872,0.26914137249072856,50,3,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0664,0.2212,0.16602405583028274,1,4,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0984,0.3132,0.21688504867067226,5,4,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1308,0.3744,0.25876131585124834,20,4,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1444,0.3996,0.27641834410827637,50,4,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0588,0.2132,0.15478139359618026,1,5,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.112,0.3228,0.22919869250429106,5,5,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1376,0.3728,0.26115495035517433,20,5,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1368,0.3836,0.26501543026002367,50,5,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0748,0.2228,0.17099110706233564,1,6,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1184,0.324,0.23347966214278107,5,6,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1416,0.3696,0.26228156223378457,20,6,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1444,0.3824,0.26907772617463815,50,6,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0744,0.2276,0.1703483424347434,1,7,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.112,0.3192,0.22663338727234114,5,7,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1352,0.3788,0.26199967963987536,20,7,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1452,0.376,0.2698616851387691,50,7,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.064,0.2032,0.15909851379754544,1,8,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1184,0.3164,0.22902536556343367,5,8,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1376,0.374,0.26114030466669225,20,8,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.148,0.3876,0.2728609255611953,50,8,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0816,0.2504,0.18368419497651045,1,9,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1172,0.3304,0.23671517672524983,5,9,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1376,0.3696,0.26352688329002166,20,9,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1388,0.3768,0.2656707778817966,50,9,layer2.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0784,0.2148,0.16979983732102177,1,0,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1184,0.3088,0.22703015669032403,5,0,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1264,0.3592,0.2522393564823995,20,0,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1352,0.3824,0.26399363803172526,50,0,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.074,0.2484,0.176004895482686,1,1,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1004,0.3052,0.21967278261854645,5,1,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1388,0.3772,0.2639999806861449,20,1,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1388,0.3948,0.26961239623616773,50,1,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0788,0.2128,0.16879388389861485,1,2,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1076,0.3224,0.22625517425467484,5,2,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1336,0.3652,0.25564119564351506,20,2,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1424,0.3696,0.26536935635780606,50,2,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0608,0.214,0.16069255524128195,1,3,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0964,0.3168,0.21603767124171686,5,3,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1332,0.3656,0.2563071306358225,20,3,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1324,0.3924,0.2661825373866813,50,3,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0664,0.2248,0.16410066061676581,1,4,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0984,0.3084,0.21437156259658094,5,4,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.132,0.3624,0.2551639862334579,20,4,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.138,0.3908,0.27078301518889863,50,4,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.06,0.204,0.15359558969636258,1,5,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1056,0.318,0.2242670940695198,5,5,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1372,0.3604,0.25771547060139466,20,5,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.138,0.3832,0.26326441362511716,50,5,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0724,0.22,0.16901437684421122,1,6,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.114,0.316,0.22844504835990265,5,6,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1432,0.3648,0.26015450360253983,20,6,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1448,0.3812,0.26762847441873744,50,6,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0752,0.2256,0.16927623380058537,1,7,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1096,0.3148,0.2217558819709496,5,7,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1292,0.37,0.2552715961620647,20,7,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1392,0.3672,0.2632489798449794,50,7,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.062,0.1976,0.15456372530025006,1,8,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1152,0.3064,0.2246841911507136,5,8,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1308,0.3624,0.2539632634647103,20,8,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1528,0.38,0.27290863717108993,50,8,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0792,0.2468,0.1808656512982919,1,9,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1144,0.3196,0.23293052273880466,5,9,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1348,0.362,0.2577032105290734,20,9,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.136,0.3728,0.2618315122809565,50,9,layer2.3.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0704,0.2068,0.16266278789589936,1,0,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.12,0.304,0.2250429636813154,5,0,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.124,0.3428,0.24318859704181855,20,0,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1284,0.36,0.2522474097238562,50,0,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0768,0.2396,0.1741554624512467,1,1,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1016,0.2912,0.2138995967192636,5,1,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1328,0.3576,0.25465453919984826,20,1,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.136,0.378,0.2618316684674534,50,1,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0764,0.2076,0.16473153508701577,1,2,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1036,0.3052,0.2203444816277337,5,2,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1292,0.3448,0.24649002181371835,20,2,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1396,0.356,0.2572659326299262,50,2,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0616,0.2012,0.15701660466359935,1,3,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0996,0.3004,0.21313058976323687,5,3,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1276,0.3468,0.2480672947285254,20,3,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1288,0.3716,0.25638304475842066,50,3,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0656,0.2224,0.16359232441756585,1,4,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0984,0.3012,0.21003548864434232,5,4,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.12,0.348,0.24294023659468825,20,4,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1324,0.3724,0.25997685676905946,50,4,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0592,0.1996,0.15296090151603106,1,5,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1108,0.302,0.22089165109580358,5,5,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1276,0.3468,0.24769229339981874,20,5,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1328,0.366,0.2558268589177645,50,5,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.07,0.21,0.1654806912312085,1,6,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1116,0.3104,0.22284878731946542,5,6,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1344,0.3404,0.24919540966436576,20,6,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.136,0.3624,0.25610254770382196,50,6,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0692,0.216,0.16383775954108745,1,7,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1084,0.2956,0.21639923959392032,5,7,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1268,0.35,0.24748146748300046,20,7,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1332,0.3528,0.2554313823098503,50,7,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0616,0.1908,0.15155274769927587,1,8,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1084,0.29,0.21618266973764688,5,8,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1332,0.3464,0.25043796416369113,20,8,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1456,0.3612,0.2624454891778721,50,8,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.076,0.2396,0.1763842705975484,1,9,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1128,0.3124,0.22551996052365603,5,9,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1268,0.3484,0.2465455046301051,20,9,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1336,0.3516,0.25370447853787936,50,9,layer3.0.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0688,0.2084,0.16040896173383343,1,0,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.118,0.3008,0.22403539190258256,5,0,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1212,0.324,0.23714854259252674,20,0,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.124,0.3488,0.24577810241824882,50,0,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.074,0.2296,0.17064224223229074,1,1,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0976,0.2888,0.20916677507538753,5,1,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1308,0.3512,0.2490701402601675,20,1,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.134,0.368,0.2557283981510676,50,1,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0756,0.204,0.16311516913544968,1,2,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1008,0.2976,0.2159401335690955,5,2,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.124,0.3292,0.2382083043689875,20,2,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1332,0.3452,0.24985186880644492,50,2,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0588,0.1988,0.15351893825637192,1,3,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0988,0.302,0.2102638362172281,5,3,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1316,0.3444,0.24712051804779267,20,3,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1284,0.3552,0.252127931502946,50,3,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0652,0.2228,0.16218519957833544,1,4,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0956,0.284,0.20527224762261068,5,4,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1192,0.3368,0.23898344836173013,20,4,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1268,0.36,0.2519410587726195,50,4,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0596,0.1976,0.1518458489987252,1,5,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.108,0.2896,0.2166976154310612,5,5,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1244,0.3336,0.2406332606022883,20,5,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1324,0.3488,0.25150080023323307,50,5,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0712,0.2096,0.16494112907773556,1,6,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1104,0.2972,0.21922885774886008,5,6,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1344,0.3296,0.24412477768359367,20,6,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1268,0.348,0.2469448222132471,50,6,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0696,0.2084,0.16167410031168,1,7,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.11,0.2884,0.21393613340252773,5,7,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1244,0.3388,0.24193818979439033,20,7,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1316,0.352,0.2500847263902096,50,7,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0636,0.192,0.15237164793789393,1,8,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.11,0.282,0.2143543698799073,5,8,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1264,0.3416,0.24270297719748504,20,8,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.1376,0.3448,0.2534752567056274,50,8,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.07,0.2384,0.1711492332425285,1,9,layer3.1.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
