accuracy (top 1),accuracy (top 5),MRR,n_train,i_repeat,layer,architecture,task,kind,source
0.0396,0.1224,0.06414266666666864,5,7,layer3.3.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.056,0.1484,0.08733428571428942,20,7,layer3.3.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0724,0.1628,0.10455780952380944,50,7,layer3.3.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0376,0.112,0.06713388744588906,1,8,layer3.3.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0428,0.128,0.06832533333333474,5,8,layer3.3.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0588,0.156,0.09241225396825661,20,8,layer3.3.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0668,0.1628,0.10143161904762163,50,8,layer3.3.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0388,0.1288,0.07001161904762053,1,9,layer3.3.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0368,0.1188,0.06004066666666777,5,9,layer3.3.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0528,0.1444,0.08184533333333442,20,9,layer3.3.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0616,0.1592,0.0947240000000021,50,9,layer3.3.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0348,0.116,0.06326025396825509,1,0,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0408,0.1264,0.06779666666666996,5,0,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0484,0.1404,0.07644533333333535,20,0,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0564,0.1552,0.08988266666666851,50,0,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0304,0.1132,0.05998245177045236,1,1,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0304,0.1108,0.05333200000000023,5,1,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0576,0.1492,0.08759200000000343,20,1,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0664,0.1616,0.09843180952381224,50,1,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0232,0.1024,0.051278920634919976,1,2,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0564,0.1408,0.08103866666666996,5,2,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.06,0.146,0.08784400000000324,20,2,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0628,0.1492,0.09119503030303283,50,2,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0276,0.11,0.05740180952380947,1,3,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0348,0.12,0.06188800000000027,5,3,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0528,0.1444,0.08081580952381312,20,3,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0604,0.1552,0.09116755555555899,50,3,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0328,0.1068,0.06340746031746086,1,4,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0408,0.12,0.06483466666666943,5,4,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0588,0.1548,0.092177333333337,20,4,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.064,0.1608,0.09660444444444737,50,4,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.022,0.106,0.05129180952380951,1,5,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0424,0.1256,0.0680466666666672,5,5,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0548,0.1428,0.0839680000000026,20,5,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0588,0.1556,0.0935580000000028,50,5,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.034,0.1244,0.06740631746031898,1,6,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0428,0.124,0.06400666666666892,5,6,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.052,0.142,0.0804120000000018,20,6,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0604,0.1536,0.09239705494505697,50,6,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0448,0.128,0.07674180952381278,1,7,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0356,0.1216,0.060921333333335326,5,7,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0552,0.1488,0.08732800000000361,20,7,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.07,0.1624,0.10282209523809724,50,7,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0388,0.1124,0.06848820490620709,1,8,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0412,0.1276,0.06743866666666798,5,8,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0592,0.1548,0.09150380952381235,20,8,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0648,0.1608,0.09896895238095503,50,8,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0404,0.1288,0.07144980952381082,1,9,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0376,0.1164,0.05961114285714392,5,9,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0524,0.1424,0.08028733333333443,20,9,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.062,0.1612,0.09456847619047828,50,9,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0356,0.1156,0.06494828571428764,1,0,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0436,0.1248,0.07020380952381247,5,0,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0508,0.1468,0.08327769696969892,20,0,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.054,0.1688,0.09802585569985774,50,0,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.036,0.1148,0.06549600000000186,1,1,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0328,0.1148,0.05894066666666732,5,1,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0624,0.158,0.09668647619047918,20,1,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0668,0.1708,0.10708868109668053,50,1,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0296,0.1056,0.06009636363636455,1,2,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0532,0.1484,0.08437800000000303,5,2,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0624,0.1572,0.1007358803418828,20,2,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0656,0.1584,0.1000746810966836,50,2,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.03,0.1116,0.0596295873015882,1,3,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0332,0.1252,0.06472539682539785,5,3,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.054,0.1484,0.08838431746032084,20,3,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.062,0.1688,0.10276523520923779,50,3,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0336,0.1072,0.06480388034188138,1,4,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0396,0.1304,0.07060400000000332,5,4,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.062,0.16,0.09965895238095529,20,4,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0716,0.166,0.10563541125541091,50,4,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0236,0.11,0.054053142857143334,1,5,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0428,0.1328,0.07286895238095474,5,5,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0588,0.1588,0.09512247619047866,20,5,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0652,0.1708,0.10433615873015974,50,5,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0348,0.124,0.06931404617604808,1,6,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.044,0.1284,0.06873066666666902,5,6,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.062,0.158,0.09712447619047876,20,6,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.066,0.1712,0.10518363347763322,50,6,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0472,0.1252,0.08058402908203226,1,7,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0408,0.1236,0.06670114285714474,5,7,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0632,0.1528,0.09729225396825696,20,7,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0772,0.174,0.11475214874014782,50,7,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0408,0.1152,0.07185364790765075,1,8,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0444,0.1292,0.07297933333333534,5,8,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0596,0.1648,0.09879612698412943,20,8,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0688,0.1684,0.10630753823953822,50,8,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.042,0.1324,0.07560634920635131,1,9,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0376,0.1244,0.064685333333335,5,9,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0552,0.1552,0.08896828571428715,20,9,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.064,0.1704,0.10349587301587419,50,9,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.036,0.1192,0.05993866666666786,1,0,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.044,0.1284,0.06927866666666994,5,0,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0556,0.1476,0.0868720000000021,20,0,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.068,0.1636,0.1024856190476215,50,0,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0364,0.1144,0.060691809523811105,1,1,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0468,0.1372,0.07506666666666849,5,1,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0684,0.156,0.09808711111111384,20,1,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0796,0.1904,0.11877790476190418,50,1,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0372,0.1184,0.06466933333333316,1,2,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0604,0.1516,0.0896040000000027,5,2,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.07,0.164,0.10296647619047833,20,2,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0816,0.1796,0.11568406349206284,50,2,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0288,0.1128,0.05767866666666734,1,3,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0436,0.1224,0.06770399999999979,5,3,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0672,0.1644,0.09910666666666942,20,3,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0804,0.184,0.11592647619047564,50,3,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.038,0.1128,0.062397333333333346,1,4,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.044,0.132,0.07034266666666787,5,4,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.062,0.1568,0.09514266666666883,20,4,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.078,0.1756,0.11169561904761854,50,4,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0264,0.1124,0.052322666666666656,1,5,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0484,0.1368,0.07723580952381234,5,5,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.066,0.1652,0.09919369696969935,20,5,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0804,0.1708,0.11355095238095166,50,5,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0312,0.1172,0.05739466666666745,1,6,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0492,0.1348,0.07513733333333518,5,6,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0732,0.1644,0.10480372161172215,20,6,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0744,0.1728,0.11195517460317445,50,6,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0392,0.122,0.06772914285714508,1,7,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.06,0.1412,0.08783314285714514,5,7,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0636,0.1576,0.09895447619047891,20,7,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0784,0.1788,0.11492057142857078,50,7,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0404,0.1216,0.06772800000000094,1,8,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0524,0.1396,0.07758914285714542,5,8,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0632,0.1544,0.09344683982684178,20,8,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0736,0.1632,0.10594765079365114,50,8,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0444,0.1264,0.07025066666666833,1,9,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0512,0.1304,0.07802933333333503,5,9,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0588,0.1616,0.0930000000000025,20,9,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0764,0.1756,0.11217006349206315,50,9,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0352,0.1176,0.05711733333333419,1,0,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0416,0.1212,0.062429333333336424,5,0,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0552,0.1424,0.08004000000000222,20,0,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0604,0.1444,0.08381733333333546,50,0,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.032,0.1128,0.05462133333333376,1,1,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0328,0.1144,0.053805333333334454,5,1,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0628,0.1444,0.08526133333333635,20,1,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0736,0.1584,0.09795200000000259,50,1,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0348,0.114,0.05704266666666714,1,2,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0544,0.136,0.07519066666666964,5,2,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0684,0.1508,0.09035466666666979,20,2,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0704,0.1548,0.09408533333333648,50,2,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0308,0.1152,0.056160000000000355,1,3,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0372,0.1156,0.057991999999999544,5,3,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0588,0.1388,0.08094666666666903,20,3,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0684,0.158,0.09404533333333576,50,3,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0328,0.1108,0.05529999999999913,1,4,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0452,0.1244,0.0656986666666676,5,4,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.056,0.138,0.07918800000000212,20,4,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0696,0.1592,0.09340000000000227,50,4,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0284,0.1096,0.051095999999999996,1,5,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0404,0.1232,0.06420000000000159,5,5,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0612,0.1432,0.08394666666666918,20,5,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0636,0.1512,0.09002533333333564,50,5,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0332,0.1156,0.056126666666666936,1,6,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.044,0.126,0.065232000000002,5,6,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0636,0.148,0.08715333333333548,20,6,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0704,0.1548,0.09552933333333567,50,6,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0436,0.1208,0.06634400000000208,1,7,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0432,0.1256,0.06469866666666832,5,7,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.058,0.1424,0.0811480000000028,20,7,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.07,0.1576,0.09492933333333572,50,7,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0368,0.1168,0.059186666666666644,1,8,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0476,0.1284,0.06895733333333562,5,8,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0576,0.1404,0.07928666666666874,20,8,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0656,0.1528,0.0903906666666689,50,8,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0412,0.122,0.06331466666666767,1,9,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0432,0.122,0.06399733333333392,5,9,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0496,0.1344,0.07365066666666724,20,9,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.066,0.1548,0.09100800000000223,50,9,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0348,0.1164,0.055640000000000814,1,0,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.04,0.1212,0.06095333333333642,5,0,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0504,0.1296,0.07175466666666847,20,0,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0504,0.1332,0.0725146666666691,50,0,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0324,0.1116,0.05354400000000022,1,1,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0324,0.1128,0.05232800000000034,5,1,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0556,0.1376,0.07640000000000235,20,1,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0688,0.1516,0.09019600000000255,50,1,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0308,0.112,0.053281333333333805,1,2,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0508,0.1304,0.07045200000000335,5,2,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0588,0.1376,0.07896800000000359,20,2,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0644,0.1476,0.08669333333333595,50,2,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0272,0.1104,0.05145733333333226,1,3,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.038,0.1176,0.05886799999999904,5,3,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0528,0.1348,0.07347200000000283,20,3,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0644,0.1496,0.08681866666666922,50,3,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.03,0.1092,0.05214666666666597,1,4,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0392,0.12,0.05918400000000114,5,4,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0544,0.1332,0.07497333333333556,20,4,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0648,0.148,0.08650933333333558,50,4,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0272,0.1072,0.04838400000000014,1,5,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0464,0.128,0.0672000000000006,5,5,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0628,0.144,0.08298000000000298,20,5,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0596,0.1424,0.08115466666666919,50,5,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0332,0.1148,0.054264000000000236,1,6,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.044,0.1244,0.06446400000000181,5,6,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0584,0.1392,0.07972800000000219,20,6,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0636,0.1476,0.08565066666666915,50,6,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0428,0.1224,0.0643653333333355,1,7,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0368,0.116,0.057216000000000745,5,7,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0552,0.1372,0.0771600000000025,20,7,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0648,0.1484,0.0867013333333359,50,7,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0348,0.1144,0.05610799999999988,1,8,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0428,0.1224,0.0632880000000015,5,8,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0548,0.1388,0.07677600000000193,20,8,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0628,0.146,0.08518400000000208,50,8,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0412,0.1204,0.06249333333333421,1,9,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0348,0.116,0.054487999999999724,5,9,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0444,0.1252,0.06549066666666727,20,9,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0588,0.1412,0.08039600000000222,50,9,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0448,0.1756,0.13058624756655082,1,0,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1476,0.37,0.26888628318392516,5,0,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1844,0.472,0.32589596329092596,20,0,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.2172,0.5108,0.35758123868964214,50,0,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.05,0.1804,0.13509232998646445,1,1,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.132,0.3576,0.25671948264402483,5,1,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.2068,0.4824,0.34475693083864284,20,1,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.224,0.5112,0.363750965337721,50,1,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0596,0.1888,0.1455961998941912,1,2,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.142,0.368,0.2670923671686618,5,2,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.2088,0.4784,0.3425132819904069,20,2,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.2288,0.5068,0.3651282905592976,50,2,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0344,0.168,0.12151913488959601,1,3,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.13,0.366,0.2555781975874037,5,3,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.196,0.4652,0.33522553630531376,20,3,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.2248,0.5128,0.36633818609907765,50,3,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
