accuracy (top 1),accuracy (top 5),MRR,n_train,i_repeat,layer,architecture,task,kind,source
0.0604,0.2208,0.1603650958238152,1,8,encode_5,ResNet18,SimCLR,Self-Supervised,VVS
0.1348,0.3528,0.25525747623880923,5,8,encode_5,ResNet18,SimCLR,Self-Supervised,VVS
0.1752,0.428,0.3044825006455987,20,8,encode_5,ResNet18,SimCLR,Self-Supervised,VVS
0.1916,0.458,0.32477106947489137,50,8,encode_5,ResNet18,SimCLR,Self-Supervised,VVS
0.0624,0.22,0.16164984616418243,1,9,encode_5,ResNet18,SimCLR,Self-Supervised,VVS
0.1184,0.3424,0.24031238502669766,5,9,encode_5,ResNet18,SimCLR,Self-Supervised,VVS
0.1804,0.4224,0.307827294423347,20,9,encode_5,ResNet18,SimCLR,Self-Supervised,VVS
0.1952,0.4528,0.3262916156375521,50,9,encode_5,ResNet18,SimCLR,Self-Supervised,VVS
0.0932,0.2816,0.20240029599468223,1,0,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.2184,0.4912,0.36179487341591465,5,0,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3116,0.6124,0.45452370247240254,20,0,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3396,0.6484,0.48455542510730276,50,0,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.0912,0.2948,0.20735893547016557,1,1,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.21,0.4836,0.34487348145999525,5,1,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3056,0.6096,0.449304122695851,20,1,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3284,0.6288,0.4729012709184916,50,1,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.1444,0.3348,0.25269382322415496,1,2,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.2184,0.4832,0.351780428308811,5,2,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.306,0.6004,0.4480163377723361,20,2,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.332,0.6424,0.477204272769317,50,2,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.0932,0.2636,0.1961396741033056,1,3,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.2092,0.4848,0.3490410226273809,5,3,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3148,0.6144,0.4559892239709672,20,3,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3356,0.6368,0.4776249051190527,50,3,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.1064,0.2804,0.21147702872183544,1,4,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.2196,0.482,0.3532400432330574,5,4,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3,0.5872,0.4374940690249673,20,4,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.332,0.6336,0.4714078568290208,50,4,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.114,0.3076,0.22528584384749578,1,5,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.2184,0.4828,0.35145586262709755,5,5,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3064,0.6052,0.44708412822211213,20,5,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3248,0.6244,0.46768568119159737,50,5,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.112,0.33,0.23098409746176712,1,6,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.2108,0.4916,0.3531303834859463,5,6,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3048,0.6152,0.4496363578379397,20,6,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3372,0.6436,0.48351360667599874,50,6,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.1048,0.3092,0.21957146066294517,1,7,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.2408,0.524,0.38081722816373864,5,7,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3052,0.6072,0.4486963165654505,20,7,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3332,0.6372,0.48021124073239463,50,7,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.1268,0.3252,0.23763493834447286,1,8,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.2204,0.4952,0.35769867125681454,5,8,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3056,0.604,0.44777048015281373,20,8,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3376,0.63,0.47515975849477443,50,8,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.1096,0.3116,0.2252096703376356,1,9,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.2192,0.5084,0.36308007685927524,5,9,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.2972,0.5952,0.43941758290097904,20,9,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.3296,0.6248,0.46915493136319747,50,9,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
0.1352,0.356,0.25439311113145824,1,0,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.2672,0.5756,0.41438101587903664,5,0,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.3568,0.6956,0.5085839445843279,20,0,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.3856,0.72,0.535932305661192,50,0,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.1288,0.3648,0.25367800536047896,1,1,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.2704,0.568,0.4142425504156463,5,1,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.3584,0.6964,0.5105327991072889,20,1,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.3828,0.7016,0.528053994977477,50,1,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.1712,0.3976,0.2926995964469753,1,2,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.2732,0.584,0.4223015231542349,5,2,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.3588,0.6896,0.5087210270305934,20,2,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.372,0.7084,0.5238508812129571,50,2,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.1188,0.3244,0.23362821299014644,1,3,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.2532,0.5696,0.4030347108141215,5,3,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.3748,0.686,0.5171036985592811,20,3,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.3888,0.7108,0.5358641506096761,50,3,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.1172,0.3312,0.23934267632321463,1,4,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.2696,0.5748,0.4165941062673943,5,4,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.3516,0.6692,0.4976023969580972,20,4,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.3836,0.7032,0.5281589746649789,50,4,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.1332,0.3484,0.25378053336813566,1,5,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.2776,0.5624,0.4153876362734748,5,5,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.3592,0.6864,0.5079829233587556,20,5,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.3692,0.7004,0.5189119232550548,50,5,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.1616,0.3884,0.2799651176992617,1,6,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.2608,0.5888,0.4138384893222912,5,6,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.3528,0.6848,0.5025218231315922,20,6,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.388,0.7132,0.5360227243609575,50,6,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.1492,0.36,0.2667033511817636,1,7,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.2776,0.5976,0.4318952187401008,5,7,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.3548,0.6892,0.5060918930459449,20,7,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.378,0.7,0.5265518388470868,50,7,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.1436,0.3816,0.2640165875145808,1,8,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.2724,0.584,0.42111270352572167,5,8,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.366,0.6732,0.5091128190300321,20,8,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.39,0.6952,0.5328648414726724,50,8,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.1516,0.3944,0.280242055118146,1,9,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.282,0.5944,0.4278000433116309,5,9,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.3448,0.6796,0.49919507437424127,20,9,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.3788,0.7004,0.5237351735190561,50,9,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
0.2232,0.5068,0.3628833423344464,1,0,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.4184,0.7656,0.5703590689993833,5,0,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5156,0.8248,0.6502970494673472,20,0,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5364,0.8412,0.6685052402443986,50,0,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.1976,0.5136,0.3500043149546307,1,1,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.4288,0.7616,0.574922263273527,5,1,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5244,0.8328,0.6591824588302724,20,1,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5388,0.8392,0.6720579839185566,50,1,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.2548,0.518,0.38489670388962915,1,2,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.4208,0.7772,0.5748710904978956,5,2,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5264,0.8368,0.6600175700333655,20,2,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5428,0.8472,0.6758686478268511,50,2,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.2092,0.4764,0.3420109738801202,1,3,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.4264,0.7544,0.5708748128012473,5,3,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5292,0.8348,0.6608196912585014,20,3,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.558,0.85,0.685900068715717,50,3,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.2208,0.4656,0.34256263005696375,1,4,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.4176,0.7496,0.5656501024395867,5,4,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5212,0.8268,0.6566429840051996,20,4,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5536,0.8444,0.6810720283628889,50,4,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.2116,0.4884,0.34579525625444624,1,5,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.4312,0.7676,0.5783324164377868,5,5,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5228,0.846,0.6633466168509996,20,5,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5428,0.8532,0.6785288364305088,50,5,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.2384,0.5372,0.3816002008234125,1,6,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.4076,0.7656,0.5635967577503782,5,6,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5216,0.838,0.6595253851127345,20,6,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5552,0.8508,0.6834618288962151,50,6,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.2524,0.5352,0.3890541593458125,1,7,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.4536,0.784,0.6010272586154225,5,7,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5332,0.8312,0.6618486833096946,20,7,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5476,0.8468,0.6766845569337957,50,7,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.2628,0.5424,0.4009428056319975,1,8,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.4364,0.7656,0.5845754447516265,5,8,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.514,0.8372,0.6554211337198628,20,8,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5544,0.8468,0.6840965144442489,50,8,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.2556,0.5508,0.3998090102399197,1,9,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.414,0.768,0.5681759109961958,5,9,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5172,0.8356,0.6574940976181529,20,9,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.5468,0.85,0.6788486297947477,50,9,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
0.2896,0.568,0.4215325308126902,1,0,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.4864,0.8072,0.627606836203929,5,0,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.5716,0.86,0.698741598275568,20,0,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.5936,0.8712,0.7146640095533978,50,0,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.2864,0.6092,0.43877525531806166,1,1,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.498,0.8104,0.6357959219418556,5,1,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.5988,0.8632,0.7131877148722341,20,1,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.5988,0.8724,0.7170094891016204,50,1,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.308,0.5932,0.4411453271041421,1,2,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.4936,0.836,0.6386389409802651,5,2,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.576,0.8624,0.7012549368652792,20,2,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.596,0.868,0.7164996127619699,50,2,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.2804,0.5784,0.4208238073322131,1,3,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.4912,0.7916,0.6241577504203704,5,3,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.58,0.8688,0.7044571538280364,20,3,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.6092,0.8744,0.7257255070743477,50,3,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.2748,0.5648,0.41248718204983015,1,4,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.496,0.8156,0.6330261083281005,5,4,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.572,0.8632,0.6958474230688273,20,4,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.5924,0.8736,0.7125769153138918,50,4,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.2452,0.5272,0.3828539215334795,1,5,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.5064,0.8076,0.6409143205214104,5,5,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.5916,0.8728,0.7152055605492413,20,5,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.5984,0.88,0.7196072204855094,50,5,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.318,0.6268,0.4628582749868588,1,6,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.51,0.8348,0.6511160144222333,5,6,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.5704,0.8692,0.6989801337701815,20,6,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.6032,0.872,0.7192919088484367,50,6,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.322,0.622,0.4590218763922807,1,7,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.5004,0.8268,0.6409571379940016,5,7,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.5728,0.86,0.6967453799397849,20,7,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.6036,0.8624,0.7164380044254701,50,7,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.306,0.5712,0.43761682223388837,1,8,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.4896,0.8132,0.6287252460271703,5,8,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.578,0.868,0.7036251558219441,20,8,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.6128,0.8768,0.7264492872742844,50,8,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.302,0.588,0.4354286910482926,1,9,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.4736,0.8016,0.6175203749340069,5,9,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.5704,0.8692,0.7004006253016908,20,9,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.5976,0.874,0.7177416561691485,50,9,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
0.0428,0.1816,0.13498715859991403,1,0,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0824,0.2448,0.1855322579418526,5,0,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.106,0.3048,0.2195508832592328,20,0,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1164,0.3288,0.23353518479043886,50,0,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.062,0.2156,0.1580323777192461,1,1,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.096,0.2728,0.19989766316548643,5,1,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1176,0.3248,0.23214474608029032,20,1,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1288,0.3296,0.24332198563427415,50,1,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0436,0.18,0.13468946416582353,1,2,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0892,0.2584,0.19308295746486592,5,2,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1236,0.308,0.23421924087195933,20,2,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1144,0.3328,0.23360714039873573,50,2,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0516,0.192,0.1423547267743829,1,3,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.076,0.2688,0.18871746032747314,5,3,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1144,0.3188,0.2281451964903425,20,3,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1204,0.3256,0.23510758876597593,50,3,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0496,0.1808,0.13987157031122116,1,4,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0852,0.2628,0.19026971944926327,5,4,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1192,0.3044,0.23065018335074172,20,4,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1288,0.3328,0.24611376143494837,50,4,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.046,0.1672,0.1321969992120809,1,5,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.08,0.2572,0.18864378204598603,5,5,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.11,0.296,0.2204058034302564,20,5,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1272,0.3184,0.238227361791603,50,5,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0464,0.1876,0.14089221922280434,1,6,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0828,0.2432,0.18459622431370157,5,6,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1144,0.308,0.2293231216507953,20,6,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1212,0.3212,0.23683263693078616,50,6,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0424,0.1732,0.13253470921176316,1,7,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0848,0.274,0.1964970228052428,5,7,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1096,0.3072,0.22451705177261175,20,7,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.116,0.3208,0.23144868117368428,50,7,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.054,0.1804,0.14110987132573374,1,8,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.08,0.2484,0.18452788828549366,5,8,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1228,0.3088,0.23471589834311984,20,8,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1276,0.326,0.24167614726277284,50,8,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.052,0.1804,0.14102462218837827,1,9,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0876,0.2588,0.19335010772244585,5,9,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1092,0.3016,0.22212373070164618,20,9,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.12,0.3136,0.23419203565017374,50,9,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0508,0.188,0.14196026097693926,1,0,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0868,0.2588,0.19253835216549173,5,0,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1128,0.3116,0.22808068951363317,20,0,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.126,0.334,0.24280273806288338,50,0,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0696,0.2112,0.16572024371688357,1,1,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0924,0.2856,0.20266320187208192,5,1,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1252,0.34,0.24295397696642873,20,1,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1344,0.34,0.2522565335818033,50,1,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0508,0.1832,0.1402148824769337,1,2,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.094,0.26,0.19782300148482293,5,2,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1292,0.3136,0.23953305875821884,20,2,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1304,0.342,0.24709732313883043,50,2,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0536,0.1916,0.14461231938703423,1,3,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0848,0.2696,0.19721071675808882,5,3,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1264,0.3316,0.2414873579568274,20,3,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.128,0.3432,0.2479640375191107,50,3,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0508,0.1824,0.14149846118017534,1,4,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0904,0.2612,0.1949616903098202,5,4,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1256,0.3228,0.23955412679625673,20,4,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1364,0.3448,0.25537625747075254,50,4,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0428,0.168,0.13128160244230078,1,5,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.076,0.262,0.18514316385328544,5,5,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1064,0.3008,0.2218295799896614,20,5,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.13,0.3292,0.24540087012070458,50,5,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.064,0.194,0.15371466238373735,1,6,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0872,0.2516,0.1892028051831402,5,6,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1268,0.3176,0.23721132423474978,20,6,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1336,0.3256,0.24733813839279,50,6,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0488,0.1796,0.13720659743586333,1,7,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.102,0.288,0.20894634278862473,5,7,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1184,0.3116,0.23345650252768146,20,7,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1288,0.3328,0.24457163294619255,50,7,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0488,0.188,0.1395546946922511,1,8,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0948,0.2584,0.19894539143011702,5,8,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1248,0.3216,0.23970844612884734,20,8,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1392,0.334,0.2531772883809973,50,8,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0584,0.1848,0.14603137738926805,1,9,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0904,0.2644,0.19687080879240332,5,9,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.106,0.2996,0.22181037039671672,20,9,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1312,0.3348,0.24487610977248359,50,9,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0752,0.2348,0.17492465504218765,1,0,layer2.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.146,0.3752,0.2700489487721149,5,0,layer2.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.192,0.4544,0.328918812347677,20,0,layer2.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.2212,0.4792,0.3528969204470225,50,0,layer2.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0804,0.2392,0.17833706328319995,1,1,layer2.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1492,0.3696,0.2687332935931694,5,1,layer2.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.2052,0.4608,0.33781761955328826,20,1,layer2.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.2208,0.4948,0.3558275239305529,50,1,layer2.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.0908,0.2548,0.19349773287256766,1,2,layer2.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.1464,0.3464,0.2595853364153593,5,2,layer2.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.2016,0.4436,0.3305175011257003,20,2,layer2.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
0.2284,0.4796,0.3572613743474101,50,2,layer2.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
