,layer,score,score_error,architecture,task,kind,source
0,c2,0.0784413164314099,0.0055036996495652,AtlasNet,Eig,a_-0.2,pcs_25
1,c2,0.0747546525775451,0.0053391173300144,AtlasNet,Eig,a_-0.3,pcs_25
2,c2,0.073818626007347,0.0049039515472014,AtlasNet,Eig,a_-0.4,pcs_25
3,c2,0.0716478863896009,0.0051526003844709,AtlasNet,Eig,a_-0.5,pcs_25
4,c2,0.0664382636514468,0.0048083784561143,AtlasNet,Eig,a_-0.6,pcs_25
5,c2,0.0624540109716209,0.0044984259668282,AtlasNet,Eig,a_-0.7,pcs_25
6,c2,0.0584463646600308,0.0046364210649791,AtlasNet,Eig,a_-0.8,pcs_25
7,c2,0.0523478853696644,0.0040931807291845,AtlasNet,Eig,a_-0.9,pcs_25
8,c2,0.0474998311525615,0.0041185339753058,AtlasNet,Eig,a_-1.0,pcs_25
9,c2,0.0381595557261978,0.0043602874583766,AtlasNet,Eig,a_-1.2,pcs_25
10,c2,0.0339941143553021,0.0044789256064374,AtlasNet,Eig,a_-1.4,pcs_25
11,c2,0.033059667360432,0.0049069336956078,AtlasNet,Eig,a_-1.6,pcs_25
12,c2,0.032265924150315,0.0046050647522153,AtlasNet,Eig,a_-1.8,pcs_25
13,c2,0.0318123441736134,0.0044264038477759,AtlasNet,Eig,a_-2,pcs_25
14,c2,0.0311575970117901,0.0048598266674893,AtlasNet,Eig,a_-2.2,pcs_25
15,c2,0.0315266744613732,0.0053083261762452,AtlasNet,Eig,a_-2.4,pcs_25
16,c2,0.0319747894225935,0.004846798521387,AtlasNet,Eig,a_-2.6,pcs_25
17,c2,0.0317490143727019,0.0051392162041421,AtlasNet,Eig,a_-2.8,pcs_25
18,c2,0.0311407926605444,0.0052455387405026,AtlasNet,Eig,a_-3,pcs_25
