,layer,score,score_error,architecture,task,kind,source
0,c2,0.0060144628749745,0.0001868556989846,AtlasNet,Eig,a_-0.2,pcs_100
1,c2,0.0065384098634632,0.0001822752554427,AtlasNet,Eig,a_-0.3,pcs_100
2,c2,0.0066454954171415,0.0001796563125328,AtlasNet,Eig,a_-0.4,pcs_100
3,c2,0.0068503840055109,0.0001854607855305,AtlasNet,Eig,a_-0.5,pcs_100
4,c2,0.0073396979189276,0.0001784702464637,AtlasNet,Eig,a_-0.6,pcs_100
5,c2,0.0075148957070602,0.000178927459104,AtlasNet,Eig,a_-0.7,pcs_100
6,c2,0.0075119983239393,0.0001777726508779,AtlasNet,Eig,a_-0.8,pcs_100
7,c2,0.0071358678148168,0.0001926564286507,AtlasNet,Eig,a_-0.9,pcs_100
8,c2,0.0067016113623357,0.00019099570659,AtlasNet,Eig,a_-1.0,pcs_100
9,c2,0.0054393531624166,0.0001933345049629,AtlasNet,Eig,a_-1.2,pcs_100
10,c2,0.0047550006769439,0.0001903058852976,AtlasNet,Eig,a_-1.4,pcs_100
11,c2,0.0041990559652915,0.000191973475473,AtlasNet,Eig,a_-1.6,pcs_100
12,c2,0.0039767698320474,0.0001953159065339,AtlasNet,Eig,a_-1.8,pcs_100
13,c2,0.0037992474247376,0.0001962114448327,AtlasNet,Eig,a_-2,pcs_100
14,c2,0.0038238322502702,0.0001939372251131,AtlasNet,Eig,a_-2.2,pcs_100
15,c2,0.0037542862368984,0.0001923010355315,AtlasNet,Eig,a_-2.4,pcs_100
16,c2,0.0037381672465135,0.0001958920264559,AtlasNet,Eig,a_-2.6,pcs_100
17,c2,0.0037619785252847,0.0001919781390219,AtlasNet,Eig,a_-2.8,pcs_100
18,c2,0.0037265996413125,0.0001903179202952,AtlasNet,Eig,a_-3,pcs_100
