,layer,score,score_error,architecture,task,kind,source
0,c2,0.1072733630163608,0.0050779178415807,AtlasNet,Eig,a_-0.2,pcs_50
1,c2,0.1027570791851934,0.0050269921694531,AtlasNet,Eig,a_-0.3,pcs_50
2,c2,0.1016169669539108,0.0053616174075531,AtlasNet,Eig,a_-0.4,pcs_50
3,c2,0.0971560383296138,0.005205851035299,AtlasNet,Eig,a_-0.5,pcs_50
4,c2,0.0919079018174071,0.0050486648018898,AtlasNet,Eig,a_-0.6,pcs_50
5,c2,0.0856953648277149,0.0050955142604279,AtlasNet,Eig,a_-0.7,pcs_50
6,c2,0.0807919184643111,0.0052269607699992,AtlasNet,Eig,a_-0.8,pcs_50
7,c2,0.0741345910148522,0.005543512703597,AtlasNet,Eig,a_-0.9,pcs_50
8,c2,0.0688132153670875,0.005543399591875,AtlasNet,Eig,a_-1.0,pcs_50
9,c2,0.0545955975446495,0.0055119232446806,AtlasNet,Eig,a_-1.2,pcs_50
10,c2,0.045395908531927,0.0058270440627015,AtlasNet,Eig,a_-1.4,pcs_50
11,c2,0.0406974114353719,0.0059159606629109,AtlasNet,Eig,a_-1.6,pcs_50
12,c2,0.0390986149384961,0.0059975269899544,AtlasNet,Eig,a_-1.8,pcs_50
13,c2,0.0383592987486386,0.0060633854553112,AtlasNet,Eig,a_-2,pcs_50
14,c2,0.0387289317238121,0.0060675901787931,AtlasNet,Eig,a_-2.2,pcs_50
15,c2,0.0387613314157693,0.0058999146032803,AtlasNet,Eig,a_-2.4,pcs_50
16,c2,0.0388356135693756,0.0058882424178235,AtlasNet,Eig,a_-2.6,pcs_50
17,c2,0.0385124089325111,0.0058611592574377,AtlasNet,Eig,a_-2.8,pcs_50
18,c2,0.0385255695244066,0.0059032811124905,AtlasNet,Eig,a_-3,pcs_50
