,layer,score,score_error,architecture,task,kind,source
0,c2,0.1225469557888252,0.0050207420243213,AtlasNet,Eig,a_-0.2,pcs_100
1,c2,0.1188281953501786,0.0054195947774008,AtlasNet,Eig,a_-0.3,pcs_100
2,c2,0.1155526789911139,0.0052538057881572,AtlasNet,Eig,a_-0.4,pcs_100
3,c2,0.11186917710924,0.0053389856825545,AtlasNet,Eig,a_-0.5,pcs_100
4,c2,0.1059899409587023,0.005469910998675,AtlasNet,Eig,a_-0.6,pcs_100
5,c2,0.1002859270603123,0.0059806288735555,AtlasNet,Eig,a_-0.7,pcs_100
6,c2,0.0946794286661097,0.0060096104287964,AtlasNet,Eig,a_-0.8,pcs_100
7,c2,0.0857590760487609,0.005910823041272,AtlasNet,Eig,a_-0.9,pcs_100
8,c2,0.0789329975657977,0.0055945262706188,AtlasNet,Eig,a_-1.0,pcs_100
9,c2,0.0622444619338148,0.0052597812801327,AtlasNet,Eig,a_-1.2,pcs_100
10,c2,0.0510471029689715,0.0061050393558217,AtlasNet,Eig,a_-1.4,pcs_100
11,c2,0.0457478111524431,0.0059528820548142,AtlasNet,Eig,a_-1.6,pcs_100
12,c2,0.042804090312207,0.005789651578912,AtlasNet,Eig,a_-1.8,pcs_100
13,c2,0.0420520735091443,0.0060365539488742,AtlasNet,Eig,a_-2,pcs_100
14,c2,0.0420301616376083,0.0060986089421691,AtlasNet,Eig,a_-2.2,pcs_100
15,c2,0.042026129667496,0.0062275481602028,AtlasNet,Eig,a_-2.4,pcs_100
16,c2,0.0420687054375272,0.0061535993173354,AtlasNet,Eig,a_-2.6,pcs_100
17,c2,0.0420076214944411,0.0060991169906683,AtlasNet,Eig,a_-2.8,pcs_100
18,c2,0.04205623483392,0.0061286943879927,AtlasNet,Eig,a_-3,pcs_100
