,layer,score,score_error,architecture,task,kind,source
0,c2,0.0071143677016093,0.0001646818734571,AtlasNet,Eig,a_-0.2,pcs_500
1,c2,0.0074194577492494,0.0001598705562078,AtlasNet,Eig,a_-0.3,pcs_500
2,c2,0.0074704930027558,0.0001545676932322,AtlasNet,Eig,a_-0.4,pcs_500
3,c2,0.00771947676178,0.0001531457606871,AtlasNet,Eig,a_-0.5,pcs_500
4,c2,0.0078209060613444,0.0001522650444517,AtlasNet,Eig,a_-0.6,pcs_500
5,c2,0.0078415501654292,0.0001574199823629,AtlasNet,Eig,a_-0.7,pcs_500
6,c2,0.0074468467213652,0.000161002342162,AtlasNet,Eig,a_-0.8,pcs_500
7,c2,0.0069392659990225,0.0001670026264092,AtlasNet,Eig,a_-0.9,pcs_500
8,c2,0.006467696449097,0.0001711964423754,AtlasNet,Eig,a_-1.0,pcs_500
9,c2,0.0050551018608473,0.0001770204865388,AtlasNet,Eig,a_-1.2,pcs_500
10,c2,0.0043184537546552,0.0001772020841228,AtlasNet,Eig,a_-1.4,pcs_500
11,c2,0.0038404673873839,0.0001813789881756,AtlasNet,Eig,a_-1.6,pcs_500
12,c2,0.0036085790795057,0.0001804131544944,AtlasNet,Eig,a_-1.8,pcs_500
13,c2,0.0034250032179655,0.0001785334036341,AtlasNet,Eig,a_-2,pcs_500
14,c2,0.0034049996132897,0.000178309167678,AtlasNet,Eig,a_-2.2,pcs_500
15,c2,0.0033439533726025,0.0001785810743838,AtlasNet,Eig,a_-2.4,pcs_500
16,c2,0.0033480351272782,0.0001787466274283,AtlasNet,Eig,a_-2.6,pcs_500
17,c2,0.0033532124524886,0.0001783698366575,AtlasNet,Eig,a_-2.8,pcs_500
18,c2,0.0033400129089319,0.0001777786121995,AtlasNet,Eig,a_-3,pcs_500
