layer,score,score_error,architecture,task,kind,source
blocks.0.layers.0.layers.window_attention.mlp_layer.2,0.11976079540632838,0.005513271223409213,MaxViT,ObjClass.,Untr.,Py
blocks.0.layers.0.layers.grid_attention.mlp_layer.2,0.11945421034092576,0.004755688562780156,MaxViT,ObjClass.,Untr.,Py
blocks.1.layers.0.layers.window_attention.mlp_layer.2,0.11783542977036739,0.0059576635713689905,MaxViT,ObjClass.,Untr.,Py
blocks.1.layers.0.layers.grid_attention.mlp_layer.2,0.11304985176106164,0.0052063677666764965,MaxViT,ObjClass.,Untr.,Py
blocks.1.layers.1.layers.window_attention.mlp_layer.2,0.10990968800517266,0.005608710909323629,MaxViT,ObjClass.,Untr.,Py
blocks.1.layers.1.layers.grid_attention.mlp_layer.2,0.11462702625680468,0.006012303001665049,MaxViT,ObjClass.,Untr.,Py
blocks.2.layers.0.layers.window_attention.mlp_layer.2,0.09275603607353572,0.005852992797432042,MaxViT,ObjClass.,Untr.,Py
blocks.2.layers.0.layers.grid_attention.mlp_layer.2,0.09353373338210537,0.005631648612626539,MaxViT,ObjClass.,Untr.,Py
blocks.2.layers.1.layers.window_attention.mlp_layer.2,0.08796310791795765,0.0046370823847583075,MaxViT,ObjClass.,Untr.,Py
blocks.2.layers.1.layers.grid_attention.mlp_layer.2,0.090015930026952,0.006343150904911215,MaxViT,ObjClass.,Untr.,Py
blocks.2.layers.2.layers.window_attention.mlp_layer.2,0.08986838146565168,0.006440533376460556,MaxViT,ObjClass.,Untr.,Py
blocks.2.layers.2.layers.grid_attention.mlp_layer.2,0.08876467469679222,0.006454891779621926,MaxViT,ObjClass.,Untr.,Py
blocks.2.layers.3.layers.window_attention.mlp_layer.2,0.08161690882252501,0.005940551429165632,MaxViT,ObjClass.,Untr.,Py
blocks.2.layers.3.layers.grid_attention.mlp_layer.2,0.08415618193979046,0.005867273210014918,MaxViT,ObjClass.,Untr.,Py
blocks.2.layers.4.layers.window_attention.mlp_layer.2,0.08480805312548385,0.006090254227602717,MaxViT,ObjClass.,Untr.,Py
blocks.2.layers.4.layers.grid_attention.mlp_layer.2,0.08336021468013974,0.006036500325311663,MaxViT,ObjClass.,Untr.,Py
blocks.3.layers.0.layers.window_attention.mlp_layer.2,0.078826656794098,0.006084256910611585,MaxViT,ObjClass.,Untr.,Py
blocks.3.layers.0.layers.grid_attention.mlp_layer.2,0.07666744458900807,0.005266322207119313,MaxViT,ObjClass.,Untr.,Py
blocks.3.layers.1.layers.window_attention.mlp_layer.2,0.07594751803946904,0.005685539871194434,MaxViT,ObjClass.,Untr.,Py
blocks.3.layers.1.layers.grid_attention.mlp_layer.2,0.07429818857268089,0.005960919781997,MaxViT,ObjClass.,Untr.,Py
blocks.0.layers.0.layers.window_attention.mlp_layer.2,0.31749662666668355,0.003954240361418476,MaxViT,ObjClass.,Sprvsd,Py
blocks.0.layers.0.layers.grid_attention.mlp_layer.2,0.32565412448553205,0.004035287419243815,MaxViT,ObjClass.,Sprvsd,Py
blocks.1.layers.0.layers.window_attention.mlp_layer.2,0.39482991364378117,0.004663789018864064,MaxViT,ObjClass.,Sprvsd,Py
blocks.1.layers.0.layers.grid_attention.mlp_layer.2,0.3918609594555547,0.00515596425943087,MaxViT,ObjClass.,Sprvsd,Py
blocks.1.layers.1.layers.window_attention.mlp_layer.2,0.3864607916264975,0.004482297078302307,MaxViT,ObjClass.,Sprvsd,Py
blocks.1.layers.1.layers.grid_attention.mlp_layer.2,0.3542182822459593,0.0037581801936728775,MaxViT,ObjClass.,Sprvsd,Py
blocks.2.layers.0.layers.window_attention.mlp_layer.2,0.4208868529842466,0.0041133329462675755,MaxViT,ObjClass.,Sprvsd,Py
blocks.2.layers.0.layers.grid_attention.mlp_layer.2,0.44216707391644994,0.0049016240649646945,MaxViT,ObjClass.,Sprvsd,Py
blocks.2.layers.1.layers.window_attention.mlp_layer.2,0.4176701117511203,0.0048740504347680146,MaxViT,ObjClass.,Sprvsd,Py
blocks.2.layers.1.layers.grid_attention.mlp_layer.2,0.43283049063853896,0.003929840168101408,MaxViT,ObjClass.,Sprvsd,Py
blocks.2.layers.2.layers.window_attention.mlp_layer.2,0.41824807289028987,0.004518292063717583,MaxViT,ObjClass.,Sprvsd,Py
blocks.2.layers.2.layers.grid_attention.mlp_layer.2,0.44834805612573086,0.004114256347308249,MaxViT,ObjClass.,Sprvsd,Py
blocks.2.layers.3.layers.window_attention.mlp_layer.2,0.42790689335412296,0.0049840567170131266,MaxViT,ObjClass.,Sprvsd,Py
blocks.2.layers.3.layers.grid_attention.mlp_layer.2,0.43143224687738946,0.00483806969083764,MaxViT,ObjClass.,Sprvsd,Py
blocks.2.layers.4.layers.window_attention.mlp_layer.2,0.44099573253783036,0.003603538580791877,MaxViT,ObjClass.,Sprvsd,Py
blocks.2.layers.4.layers.grid_attention.mlp_layer.2,0.40445975228361086,0.004883591901731985,MaxViT,ObjClass.,Sprvsd,Py
