layer,effective dimensionality,80% variance,alpha,architecture,task,kind,source
layer1.0.relu,26.853542978257295,221.0,1.031301673843435,ResNet18,U,Untrained,PyTorch
layer1.1.relu,27.415096360690793,232.0,1.0188919255039919,ResNet18,U,Untrained,PyTorch
layer2.0.relu,27.03941911974628,242.0,1.008566836187938,ResNet18,U,Untrained,PyTorch
layer2.1.relu,17.923372776651235,240.0,1.0080575519792143,ResNet18,U,Untrained,PyTorch
layer3.0.relu,16.041458887861502,244.0,1.013971210535703,ResNet18,U,Untrained,PyTorch
layer3.1.relu,14.189092840225499,253.0,1.0109020248713712,ResNet18,U,Untrained,PyTorch
layer4.0.relu,10.758389294842207,244.0,1.0119806511843756,ResNet18,U,Untrained,PyTorch
layer4.1.relu,8.299598818428137,230.0,1.0059864735254964,ResNet18,U,Untrained,PyTorch
layer1.0.relu,25.88194011498639,218.0,1.0307672745803742,ResNet50,U,Untrained,PyTorch
layer1.1.relu,27.060316973572625,224.0,1.0275470522998076,ResNet50,U,Untrained,PyTorch
layer1.2.relu,28.020595829650546,231.0,1.0222325009029665,ResNet50,U,Untrained,PyTorch
layer2.0.relu,28.083257668607715,234.0,1.0212973828974126,ResNet50,U,Untrained,PyTorch
layer2.1.relu,27.583162743954656,247.0,1.0098579130247474,ResNet50,U,Untrained,PyTorch
layer2.2.relu,22.088167590923874,215.0,1.0360845991085377,ResNet50,U,Untrained,PyTorch
layer2.3.relu,19.49944294228568,201.0,1.047066308130863,ResNet50,U,Untrained,PyTorch
layer3.0.relu,16.49904673315941,201.0,1.048052618913413,ResNet50,U,Untrained,PyTorch
layer3.1.relu,9.899213955285047,136.0,1.1091448228211107,ResNet50,U,Untrained,PyTorch
layer3.2.relu,7.845656347075665,116.0,1.129672159798408,ResNet50,U,Untrained,PyTorch
layer3.3.relu,6.401242378222173,69.0,1.1861518191624796,ResNet50,U,Untrained,PyTorch
layer3.4.relu,5.842552771278337,61.0,1.1936235996718185,ResNet50,U,Untrained,PyTorch
layer3.5.relu,4.365980513947896,27.0,1.2316633757107867,ResNet50,U,Untrained,PyTorch
layer4.0.relu,4.239592868722096,29.0,1.228067625451595,ResNet50,U,Untrained,PyTorch
layer4.1.relu,3.703357740317011,21.0,1.2379296740266847,ResNet50,U,Untrained,PyTorch
layer4.2.relu,3.291776225300121,19.0,1.2302218537610203,ResNet50,U,Untrained,PyTorch
features.1,18.097839840087026,177.0,1.0703150030179611,AlexNet,U,Untrained,PyTorch
features.4,25.34430192165603,175.0,1.0620574919981398,AlexNet,U,Untrained,PyTorch
features.7,20.82635100380584,102.0,1.1494329055212475,AlexNet,U,Untrained,PyTorch
features.9,20.158399066065588,119.0,1.1346666476389573,AlexNet,U,Untrained,PyTorch
features.11,20.03579526597392,147.0,1.1138334614127323,AlexNet,U,Untrained,PyTorch
layers.8.0.layers.5,18.90207374947688,158.0,1.092924241588576,MNASNet13,U,Untrained,PyTorch
layers.8.1.layers.5,18.6110914305161,188.0,1.0694548036979115,MNASNet13,U,Untrained,PyTorch
layers.8.2.layers.5,17.473264867909933,170.0,1.0789035573902468,MNASNet13,U,Untrained,PyTorch
layers.9.0.layers.5,18.564999054055196,150.0,1.107641997787335,MNASNet13,U,Untrained,PyTorch
layers.9.1.layers.5,16.059766409851296,133.0,1.1295714624968431,MNASNet13,U,Untrained,PyTorch
layers.9.2.layers.5,14.567864704839062,110.0,1.147903816178862,MNASNet13,U,Untrained,PyTorch
layers.10.0.layers.5,11.817805689879826,76.0,1.1954166363875125,MNASNet13,U,Untrained,PyTorch
layers.10.1.layers.5,8.424531588363134,65.0,1.1992760391474555,MNASNet13,U,Untrained,PyTorch
layers.10.2.layers.5,12.043708117552127,106.0,1.1596423371448132,MNASNet13,U,Untrained,PyTorch
layers.11.0.layers.5,7.830894207465529,37.0,1.2617393629681637,MNASNet13,U,Untrained,PyTorch
layers.11.1.layers.5,7.336652531584504,40.0,1.245553487375305,MNASNet13,U,Untrained,PyTorch
layers.12.0.layers.5,6.397479407687595,32.0,1.2649912451600125,MNASNet13,U,Untrained,PyTorch
layers.12.1.layers.5,5.35740374300469,35.0,1.243969552643176,MNASNet13,U,Untrained,PyTorch
layers.12.2.layers.5,4.722097588524445,25.0,1.2648835186421765,MNASNet13,U,Untrained,PyTorch
layers.12.3.layers.5,4.976999413106201,36.0,1.2328156735548494,MNASNet13,U,Untrained,PyTorch
layers.13.0.layers.5,5.222787260227183,29.0,1.2583941315528273,MNASNet13,U,Untrained,PyTorch
layers.16,4.696707949814547,30.0,1.24706006309737,MNASNet13,U,Untrained,PyTorch
trunk_output.block1.block1-0.activation,14.075420045070883,130.0,1.1156010687888207,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block2.block2-0.activation,17.16610030973085,149.0,1.1065237696036274,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block2.block2-1.activation,17.094360862141883,148.0,1.1080998867745657,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block3.block3-0.activation,17.581433506436564,110.0,1.168597824506059,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block3.block3-1.activation,17.05425442927157,107.0,1.174730213955797,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block3.block3-2.activation,16.436719228813104,104.0,1.1794923184490929,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block3.block3-3.activation,16.249196766310998,102.0,1.1824436084366312,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block3.block3-4.activation,15.816118613092721,98.0,1.1917181909711851,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block3.block3-5.activation,15.047935181357849,94.0,1.199541158814928,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block3.block3-6.activation,14.789028849194985,93.0,1.2011369828682488,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block4.block4-0.activation,14.495554157984296,56.0,1.2548426434328905,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block4.block4-1.activation,13.24323576805536,53.0,1.2554526971216906,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block4.block4-2.activation,12.063789882199039,52.0,1.2562561171685682,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block4.block4-3.activation,10.45563936488095,48.0,1.2657088826887772,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block4.block4-4.activation,9.548671072368158,45.0,1.2731792663900323,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block4.block4-5.activation,8.575086142126356,42.0,1.2812599638912079,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block4.block4-6.activation,7.856752387295167,41.0,1.2812135635971154,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block4.block4-7.activation,7.013082163461197,38.0,1.2891850323481726,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block4.block4-8.activation,6.356091225824922,34.0,1.2992623941364732,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block4.block4-9.activation,6.074774935836004,33.0,1.297196173750589,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block4.block4-10.activation,5.836918663121876,33.0,1.2921656287481416,RegNet_400mf,U,Untrained,PyTorch
trunk_output.block4.block4-11.activation,5.170431583392481,28.0,1.3003662605618242,RegNet_400mf,U,Untrained,PyTorch
layer1.0.relu,25.452598863162095,225.0,1.0242386183253367,ResNeXt50,U,Untrained,PyTorch
layer1.1.relu,25.191308875613988,224.0,1.0252337551510229,ResNeXt50,U,Untrained,PyTorch
layer1.2.relu,25.167375034505095,223.0,1.026305292409613,ResNeXt50,U,Untrained,PyTorch
layer2.0.relu,29.048486434661363,246.0,1.0074769097235945,ResNeXt50,U,Untrained,PyTorch
layer2.1.relu,28.350288035491168,245.0,1.008337090900678,ResNeXt50,U,Untrained,PyTorch
layer2.2.relu,26.862231056884987,237.0,1.0153065969181903,ResNeXt50,U,Untrained,PyTorch
layer2.3.relu,24.99424120468171,226.0,1.024989121917582,ResNeXt50,U,Untrained,PyTorch
layer3.0.relu,24.23714855625537,210.0,1.0334133029009465,ResNeXt50,U,Untrained,PyTorch
layer3.1.relu,18.445672415337317,179.0,1.0642743231501388,ResNeXt50,U,Untrained,PyTorch
layer3.2.relu,15.708400409140491,162.0,1.086341876380969,ResNeXt50,U,Untrained,PyTorch
layer3.3.relu,11.721595060091907,130.0,1.1199340877031605,ResNeXt50,U,Untrained,PyTorch
layer3.4.relu,10.220518864444246,122.0,1.1278388605269567,ResNeXt50,U,Untrained,PyTorch
layer3.5.relu,7.8622145278237845,81.0,1.1725269833847907,ResNeXt50,U,Untrained,PyTorch
layer4.0.relu,7.2512780054643,79.0,1.1763759297191883,ResNeXt50,U,Untrained,PyTorch
layer4.1.relu,5.648796794014193,55.0,1.2027351760814626,ResNeXt50,U,Untrained,PyTorch
layer4.2.relu,4.783937994385209,46.0,1.205815250694669,ResNeXt50,U,Untrained,PyTorch
