,layer,score,score_error,architecture,task,kind,source
8,c2,0.1895787790116597,0.0040012230579521,AtlasNet,SVD_-0.5,Untrained,PyTorch
9,mp2,0.2365289723065459,0.0053999601707157,AtlasNet,SVD_-0.5,Untrained,PyTorch
10,c2,0.1875699270863074,0.0054851181407936,AtlasNet,SVD_-1,Untrained,PyTorch
11,mp2,0.2336827990576666,0.0050401690704136,AtlasNet,SVD_-1,Untrained,PyTorch
12,c2,0.153225887144438,0.0045003277709117,AtlasNet,SVD_-2,Untrained,PyTorch
13,mp2,0.1968568661178683,0.0060186883522404,AtlasNet,SVD_-2,Untrained,PyTorch
14,c2,0.1259649787679157,0.003469221357861,AtlasNet,SVD_-3,Untrained,PyTorch
15,mp2,0.1683263694643919,0.0067960482174793,AtlasNet,SVD_-3,Untrained,PyTorch
