,layer,effective dimensionality,80% variance,alpha,architecture,task,kind,source
8,c2,82.7376793993856,328.0,0.7927069482017051,AtlasNet,SVD_-0.5,Untrained,PyTorch
9,mp2,33.13073980588045,289.0,0.9032199737686948,AtlasNet,SVD_-0.5,Untrained,PyTorch
10,c2,47.44448502049369,295.0,0.8614537407500542,AtlasNet,SVD_-1,Untrained,PyTorch
11,mp2,24.49638473951148,250.0,0.9556188478987668,AtlasNet,SVD_-1,Untrained,PyTorch
12,c2,14.053612934812037,160.0,1.082920712058444,AtlasNet,SVD_-2,Untrained,PyTorch
13,mp2,9.740866799698225,98.0,1.1710540063845825,AtlasNet,SVD_-2,Untrained,PyTorch
14,c2,10.308918170763462,111.0,1.2098658461539795,AtlasNet,SVD_-3,Untrained,PyTorch
15,mp2,7.58760481906248,57.0,1.3269277464969669,AtlasNet,SVD_-3,Untrained,PyTorch
