,layer,effective dimensionality,80% variance,alpha,architecture,task,kind,source
8,c2,2.0726847832147475,12.0,1.092469123793561,AtlasNet,SVD_-0.5,Untrained,PyTorch
9,mp2,2.0726847832147475,12.0,1.092469123793561,AtlasNet,SVD_-0.5,Untrained,PyTorch
10,c2,2.081845119910118,7.0,1.145195027585733,AtlasNet,SVD_-1,Untrained,PyTorch
11,mp2,2.081845119910118,7.0,1.145195027585733,AtlasNet,SVD_-1,Untrained,PyTorch
12,c2,1.7195970204307078,2.0,1.4686374787625351,AtlasNet,SVD_-2,Untrained,PyTorch
13,mp2,1.7195970204307078,2.0,1.4686374787625351,AtlasNet,SVD_-2,Untrained,PyTorch
14,c2,1.4876081756886992,1.0,1.833689993158606,AtlasNet,SVD_-3,Untrained,PyTorch
15,mp2,1.4876081756886992,1.0,1.833689993158606,AtlasNet,SVD_-3,Untrained,PyTorch
