,layer,score,score_error,architecture,task,kind,source
0,c2,0.0725839559097195,0.0061993112809797,AtlasNet,Eig_seed=0,a_-0.2,pcs_25
1,c2,0.0710054098685071,0.0057222172693112,AtlasNet,Eig_seed=0,a_-0.3,pcs_25
2,c2,0.0687381221112123,0.0057252651961694,AtlasNet,Eig_seed=0,a_-0.4,pcs_25
3,c2,0.0664928182856175,0.0054961533417294,AtlasNet,Eig_seed=0,a_-0.5,pcs_25
4,c2,0.0644756292130429,0.0050472949327779,AtlasNet,Eig_seed=0,a_-0.6,pcs_25
5,c2,0.0602569943920002,0.0047959807917723,AtlasNet,Eig_seed=0,a_-0.7,pcs_25
6,c2,0.0554846623769194,0.0047095969089015,AtlasNet,Eig_seed=0,a_-0.8,pcs_25
7,c2,0.0507098334761517,0.0044830275995088,AtlasNet,Eig_seed=0,a_-0.9,pcs_25
8,c2,0.0466812484002853,0.0043044818400582,AtlasNet,Eig_seed=0,a_-1.0,pcs_25
9,c2,0.0389848655437798,0.0037395952411021,AtlasNet,Eig_seed=0,a_-1.2,pcs_25
10,c2,0.0348469609266693,0.004333233646969,AtlasNet,Eig_seed=0,a_-1.4,pcs_25
11,c2,0.0316945607433331,0.0046389302414709,AtlasNet,Eig_seed=0,a_-1.6,pcs_25
12,c2,0.0313683634504659,0.0050073525373559,AtlasNet,Eig_seed=0,a_-1.8,pcs_25
13,c2,0.0305653025683997,0.0046995481224891,AtlasNet,Eig_seed=0,a_-2,pcs_25
14,c2,0.0304957293320414,0.0049857618891261,AtlasNet,Eig_seed=0,a_-2.2,pcs_25
15,c2,0.0305955680555976,0.0052118886334384,AtlasNet,Eig_seed=0,a_-2.4,pcs_25
16,c2,0.0302017820785593,0.0049915086008791,AtlasNet,Eig_seed=0,a_-2.6,pcs_25
17,c2,0.0304127308323853,0.005318720044832,AtlasNet,Eig_seed=0,a_-2.8,pcs_25
18,c2,0.0302833629878445,0.0053502615351084,AtlasNet,Eig_seed=0,a_-3,pcs_25
19,c2,0.0984246143298226,0.0051573800173222,AtlasNet,Eig_seed=0,a_-0.2,pcs_50
20,c2,0.0958335037250135,0.0048985228096774,AtlasNet,Eig_seed=0,a_-0.3,pcs_50
21,c2,0.0931815829924727,0.0053565876009285,AtlasNet,Eig_seed=0,a_-0.4,pcs_50
22,c2,0.0904234653644106,0.0054753388316007,AtlasNet,Eig_seed=0,a_-0.5,pcs_50
23,c2,0.0865385984296586,0.0053272029831205,AtlasNet,Eig_seed=0,a_-0.6,pcs_50
24,c2,0.0823745986476337,0.0050975209246713,AtlasNet,Eig_seed=0,a_-0.7,pcs_50
25,c2,0.0765402234056366,0.0049498552191232,AtlasNet,Eig_seed=0,a_-0.8,pcs_50
26,c2,0.0710188465850155,0.0055227042245365,AtlasNet,Eig_seed=0,a_-0.9,pcs_50
