n,variance,init
244,7.976512679875996e-05,Eig|a_-0.2|v_0.1|stdev_0.1
245,7.960884490542723e-05,Eig|a_-0.2|v_0.1|stdev_0.1
246,7.951321565628882e-05,Eig|a_-0.2|v_0.1|stdev_0.1
247,7.928238030237732e-05,Eig|a_-0.2|v_0.1|stdev_0.1
248,7.920467048444845e-05,Eig|a_-0.2|v_0.1|stdev_0.1
249,7.90709185308854e-05,Eig|a_-0.2|v_0.1|stdev_0.1
250,7.890731551764869e-05,Eig|a_-0.2|v_0.1|stdev_0.1
251,7.863720019664225e-05,Eig|a_-0.2|v_0.1|stdev_0.1
252,7.854396931349634e-05,Eig|a_-0.2|v_0.1|stdev_0.1
253,7.830475880064539e-05,Eig|a_-0.2|v_0.1|stdev_0.1
254,7.811913101264007e-05,Eig|a_-0.2|v_0.1|stdev_0.1
255,7.810150874954614e-05,Eig|a_-0.2|v_0.1|stdev_0.1
256,7.803619000315845e-05,Eig|a_-0.2|v_0.1|stdev_0.1
257,7.771689724909443e-05,Eig|a_-0.2|v_0.1|stdev_0.1
258,7.734708467583968e-05,Eig|a_-0.2|v_0.1|stdev_0.1
259,7.730649173142914e-05,Eig|a_-0.2|v_0.1|stdev_0.1
260,7.712015469499522e-05,Eig|a_-0.2|v_0.1|stdev_0.1
261,7.685383633198066e-05,Eig|a_-0.2|v_0.1|stdev_0.1
262,7.652139996514765e-05,Eig|a_-0.2|v_0.1|stdev_0.1
263,7.638453542004603e-05,Eig|a_-0.2|v_0.1|stdev_0.1
264,7.631244942913e-05,Eig|a_-0.2|v_0.1|stdev_0.1
265,7.612281321165997e-05,Eig|a_-0.2|v_0.1|stdev_0.1
266,7.58812154048166e-05,Eig|a_-0.2|v_0.1|stdev_0.1
267,7.577465488777321e-05,Eig|a_-0.2|v_0.1|stdev_0.1
268,7.572340489399482e-05,Eig|a_-0.2|v_0.1|stdev_0.1
269,7.559225125973566e-05,Eig|a_-0.2|v_0.1|stdev_0.1
270,7.545904414873681e-05,Eig|a_-0.2|v_0.1|stdev_0.1
271,7.521326365838623e-05,Eig|a_-0.2|v_0.1|stdev_0.1
272,7.500328239424465e-05,Eig|a_-0.2|v_0.1|stdev_0.1
273,7.466675247100835e-05,Eig|a_-0.2|v_0.1|stdev_0.1
274,7.454232872650436e-05,Eig|a_-0.2|v_0.1|stdev_0.1
275,7.433999126594771e-05,Eig|a_-0.2|v_0.1|stdev_0.1
276,7.422135298816561e-05,Eig|a_-0.2|v_0.1|stdev_0.1
277,7.395552302477744e-05,Eig|a_-0.2|v_0.1|stdev_0.1
278,7.386444649494327e-05,Eig|a_-0.2|v_0.1|stdev_0.1
279,7.372756300401315e-05,Eig|a_-0.2|v_0.1|stdev_0.1
280,7.34784693868226e-05,Eig|a_-0.2|v_0.1|stdev_0.1
281,7.33731567805733e-05,Eig|a_-0.2|v_0.1|stdev_0.1
282,7.320492554349074e-05,Eig|a_-0.2|v_0.1|stdev_0.1
283,7.29537580840772e-05,Eig|a_-0.2|v_0.1|stdev_0.1
284,7.277364140160947e-05,Eig|a_-0.2|v_0.1|stdev_0.1
285,7.255928102061186e-05,Eig|a_-0.2|v_0.1|stdev_0.1
286,7.247205609835031e-05,Eig|a_-0.2|v_0.1|stdev_0.1
287,7.241913596147354e-05,Eig|a_-0.2|v_0.1|stdev_0.1
288,7.218825248345585e-05,Eig|a_-0.2|v_0.1|stdev_0.1
289,7.208789629485415e-05,Eig|a_-0.2|v_0.1|stdev_0.1
290,7.194307853447749e-05,Eig|a_-0.2|v_0.1|stdev_0.1
291,7.172888909701301e-05,Eig|a_-0.2|v_0.1|stdev_0.1
292,7.158349036539847e-05,Eig|a_-0.2|v_0.1|stdev_0.1
293,7.128528913472282e-05,Eig|a_-0.2|v_0.1|stdev_0.1
294,7.116452406705304e-05,Eig|a_-0.2|v_0.1|stdev_0.1
