,layer,score,score_error,architecture,task,kind,source
0,c2,0.1160120780541408,0.0040627050164736,AtlasNet,Eig-Ridge1000_-0.2,-0.2,PyTorch
1,mp2,0.155584367884881,0.0043262589423169,AtlasNet,Eig-Ridge1000_-0.2,-0.2,PyTorch
2,c2,0.1161002064984876,0.0040268804054631,AtlasNet,Eig-Ridge1000_-0.4,-0.4,PyTorch
3,mp2,0.1665482565580247,0.0052927094193602,AtlasNet,Eig-Ridge1000_-0.4,-0.4,PyTorch
4,c2,0.1156676044818946,0.0039641812890588,AtlasNet,Eig-Ridge1000_-0.5,-0.5,PyTorch
5,mp2,0.1741179135182113,0.0043939100306591,AtlasNet,Eig-Ridge1000_-0.5,-0.5,PyTorch
6,c2,0.1157425213064628,0.0046349342981475,AtlasNet,Eig-Ridge1000_-0.6,-0.6,PyTorch
7,mp2,0.1788764971635702,0.0042033978573789,AtlasNet,Eig-Ridge1000_-0.6,-0.6,PyTorch
8,c2,0.1163541980175439,0.0045438830044847,AtlasNet,Eig-Ridge1000_-0.7,-0.7,PyTorch
9,mp2,0.1852812386984692,0.0049334045375444,AtlasNet,Eig-Ridge1000_-0.7,-0.7,PyTorch
10,c2,0.1187019715588705,0.0052690665466182,AtlasNet,Eig-Ridge1000_-0.8,-0.8,PyTorch
11,mp2,0.1834682575338531,0.0051029326135075,AtlasNet,Eig-Ridge1000_-0.8,-0.8,PyTorch
12,c2,0.1163187946360998,0.0054222511323382,AtlasNet,Eig-Ridge1000_-0.9,-0.9,PyTorch
13,mp2,0.1804039830534765,0.0052135772773315,AtlasNet,Eig-Ridge1000_-0.9,-0.9,PyTorch
14,c2,0.1159712505573878,0.005658908032134,AtlasNet,Eig-Ridge1000_-1.0,-1.0,PyTorch
15,mp2,0.1746605138243857,0.0054537298788208,AtlasNet,Eig-Ridge1000_-1.0,-1.0,PyTorch
16,c2,0.1148550109854708,0.0056678301388679,AtlasNet,Eig-Ridge1000_-1.2,-1.2,PyTorch
17,mp2,0.1569398588623042,0.0047461579483162,AtlasNet,Eig-Ridge1000_-1.2,-1.2,PyTorch
18,c2,0.1117115222077047,0.0058424307140662,AtlasNet,Eig-Ridge1000_-1.4,-1.4,PyTorch
19,mp2,0.1433316816140973,0.0039804241367709,AtlasNet,Eig-Ridge1000_-1.4,-1.4,PyTorch
20,c2,0.1045471757277479,0.0062504102722143,AtlasNet,Eig-Ridge1000_-1.6,-1.6,PyTorch
21,mp2,0.1228454995196412,0.0041878726725287,AtlasNet,Eig-Ridge1000_-1.6,-1.6,PyTorch
22,c2,0.0931928393838439,0.0066072230505529,AtlasNet,Eig-Ridge1000_-1.8,-1.8,PyTorch
23,mp2,0.1044629264301542,0.0033279348682539,AtlasNet,Eig-Ridge1000_-1.8,-1.8,PyTorch
24,c2,0.0786453515585039,0.0069066557486987,AtlasNet,Eig-Ridge1000_-2,-2,PyTorch
25,mp2,0.0879706145043431,0.0034894293672533,AtlasNet,Eig-Ridge1000_-2,-2,PyTorch
26,c2,0.0616380057886799,0.0069176721668817,AtlasNet,Eig-Ridge1000_-2.2,-2.2,PyTorch
27,mp2,0.0772754473133412,0.0033843422294848,AtlasNet,Eig-Ridge1000_-2.2,-2.2,PyTorch
28,c2,0.0482218419040581,0.0072192481612218,AtlasNet,Eig-Ridge1000_-2.4,-2.4,PyTorch
29,mp2,0.072061028164428,0.0033380245309384,AtlasNet,Eig-Ridge1000_-2.4,-2.4,PyTorch
30,c2,0.041034804043175,0.007278765062444,AtlasNet,Eig-Ridge1000_-2.6,-2.6,PyTorch
31,mp2,0.0691065879403395,0.0034901710789184,AtlasNet,Eig-Ridge1000_-2.6,-2.6,PyTorch
32,c2,0.0367013889978977,0.0072410445788921,AtlasNet,Eig-Ridge1000_-2.8,-2.8,PyTorch
33,mp2,0.0675762844986341,0.0037622544377922,AtlasNet,Eig-Ridge1000_-2.8,-2.8,PyTorch
34,c2,0.0347525942608253,0.0071577113283438,AtlasNet,Eig-Ridge1000_-3,-3,PyTorch
35,mp2,0.0661819234638323,0.0039659164848889,AtlasNet,Eig-Ridge1000_-3,-3,PyTorch
