,layer,score,score_error,architecture,task,kind,source
0,c2,0.115566640398238,0.0039745389837185,AtlasNet,Eig-Ridge100_-0.2,-0.2,PyTorch
1,mp2,0.147365804478437,0.0045616650095962,AtlasNet,Eig-Ridge100_-0.2,-0.2,PyTorch
2,c2,0.114542401559159,0.0039665603303946,AtlasNet,Eig-Ridge100_-0.4,-0.4,PyTorch
3,mp2,0.1483850795593297,0.0052775640843313,AtlasNet,Eig-Ridge100_-0.4,-0.4,PyTorch
4,c2,0.1130361706774441,0.0039764202695367,AtlasNet,Eig-Ridge100_-0.5,-0.5,PyTorch
5,mp2,0.1475598632350374,0.0045265922147376,AtlasNet,Eig-Ridge100_-0.5,-0.5,PyTorch
6,c2,0.1115421586127622,0.0043907470112967,AtlasNet,Eig-Ridge100_-0.6,-0.6,PyTorch
7,mp2,0.1488260694526229,0.0044186997011271,AtlasNet,Eig-Ridge100_-0.6,-0.6,PyTorch
8,c2,0.1104323591371582,0.0042570345196634,AtlasNet,Eig-Ridge100_-0.7,-0.7,PyTorch
9,mp2,0.1463945425348112,0.0049177054736313,AtlasNet,Eig-Ridge100_-0.7,-0.7,PyTorch
10,c2,0.1099880999792664,0.0046917080550988,AtlasNet,Eig-Ridge100_-0.8,-0.8,PyTorch
11,mp2,0.1444278722817555,0.0049321478640764,AtlasNet,Eig-Ridge100_-0.8,-0.8,PyTorch
12,c2,0.1052465048590606,0.0051964461684603,AtlasNet,Eig-Ridge100_-0.9,-0.9,PyTorch
13,mp2,0.1418739532979677,0.004890526639279,AtlasNet,Eig-Ridge100_-0.9,-0.9,PyTorch
14,c2,0.103934766271612,0.0054130589630676,AtlasNet,Eig-Ridge100_-1.0,-1.0,PyTorch
15,mp2,0.1367620276720287,0.0058172597789288,AtlasNet,Eig-Ridge100_-1.0,-1.0,PyTorch
16,c2,0.0984311683144503,0.0052444502169014,AtlasNet,Eig-Ridge100_-1.2,-1.2,PyTorch
17,mp2,0.1267373577293757,0.0047716111222925,AtlasNet,Eig-Ridge100_-1.2,-1.2,PyTorch
18,c2,0.0914195799780551,0.0049613008223469,AtlasNet,Eig-Ridge100_-1.4,-1.4,PyTorch
19,mp2,0.1164416457038255,0.0048304270409226,AtlasNet,Eig-Ridge100_-1.4,-1.4,PyTorch
20,c2,0.0875576342941698,0.0053865646399165,AtlasNet,Eig-Ridge100_-1.6,-1.6,PyTorch
21,mp2,0.1079015073909738,0.0044959468327138,AtlasNet,Eig-Ridge100_-1.6,-1.6,PyTorch
22,c2,0.0857961051108416,0.0054392976429739,AtlasNet,Eig-Ridge100_-1.8,-1.8,PyTorch
23,mp2,0.0980044118399965,0.0042073346990721,AtlasNet,Eig-Ridge100_-1.8,-1.8,PyTorch
24,c2,0.0816769575071032,0.0061275340606562,AtlasNet,Eig-Ridge100_-2,-2,PyTorch
25,mp2,0.0870804639254285,0.0039800635587291,AtlasNet,Eig-Ridge100_-2,-2,PyTorch
26,c2,0.0741700541063213,0.0062059721347323,AtlasNet,Eig-Ridge100_-2.2,-2.2,PyTorch
27,mp2,0.077399356178116,0.0035285129120904,AtlasNet,Eig-Ridge100_-2.2,-2.2,PyTorch
28,c2,0.0640604206958821,0.0061617313606065,AtlasNet,Eig-Ridge100_-2.4,-2.4,PyTorch
29,mp2,0.0684999613089911,0.003783149905169,AtlasNet,Eig-Ridge100_-2.4,-2.4,PyTorch
30,c2,0.0530652161889829,0.0064683854412788,AtlasNet,Eig-Ridge100_-2.6,-2.6,PyTorch
31,mp2,0.0639484362094113,0.0032214191772826,AtlasNet,Eig-Ridge100_-2.6,-2.6,PyTorch
32,c2,0.043210805272857,0.006810588498681,AtlasNet,Eig-Ridge100_-2.8,-2.8,PyTorch
33,mp2,0.0626462234803386,0.0035169508278286,AtlasNet,Eig-Ridge100_-2.8,-2.8,PyTorch
34,c2,0.0364280328813612,0.0069503618764568,AtlasNet,Eig-Ridge100_-3,-3,PyTorch
35,mp2,0.0626839308716229,0.0029356800353556,AtlasNet,Eig-Ridge100_-3,-3,PyTorch
