n,variance,layer,architecture,task,kind,source
229,217.58998,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
230,216.89229,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
231,215.41743,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
232,214.31168,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
233,213.44913,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
234,212.2748,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
235,210.20154,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
236,209.32784,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
237,209.08917,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
238,207.88443,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
239,206.86464,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
240,206.73708,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
241,205.6601,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
242,204.20859,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
243,204.02432,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
244,202.08542,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
245,201.27975,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
246,200.61542,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
247,199.42203,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
248,199.07828,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
249,197.91902,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
250,197.75264,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
251,196.82407,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
252,196.1555,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
253,195.1137,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
254,194.63028,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
255,192.579,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
256,192.03279,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
257,190.9787,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
258,190.1104,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
259,189.24907,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
260,188.2522,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
261,187.09799,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
262,186.95592,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
263,185.54407,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
264,184.53688,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
265,183.07184,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
266,182.36871,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
267,181.77557,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
268,181.63742,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
269,180.32591,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
270,179.68169,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
271,179.27371,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
272,178.5098,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
273,177.07802,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
274,175.98848,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
275,175.67279,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
276,174.9798,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
277,174.26625,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
278,173.31212,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
