layer,score,score_error,architecture,task,kind,source
c2,0.007571188041992517,0.0001526692651956071,AtlasNet,SVD-MH_-0.2,-0.2,PyTorch
mp2,0.008307392526747915,0.00018643310669733332,AtlasNet,SVD-MH_-0.2,-0.2,PyTorch
c2,0.007442122420398583,0.0001558026011920978,AtlasNet,SVD-MH_-0.3,-0.3,PyTorch
mp2,0.008486885134687152,0.00018444990005039472,AtlasNet,SVD-MH_-0.3,-0.3,PyTorch
c2,0.007749815921671147,0.00015496495118255124,AtlasNet,SVD-MH_-0.4,-0.4,PyTorch
mp2,0.008260604845966309,0.00019150210503331212,AtlasNet,SVD-MH_-0.4,-0.4,PyTorch
c2,0.007297488232874237,0.0001560115096247922,AtlasNet,SVD-MH_-0.5,-0.5,PyTorch
mp2,0.00800230368917356,0.00018658255350092234,AtlasNet,SVD-MH_-0.5,-0.5,PyTorch
c2,0.006877273947302075,0.00016235697357282295,AtlasNet,SVD-MH_-0.6,-0.6,PyTorch
mp2,0.007896937421408732,0.00019333541458883656,AtlasNet,SVD-MH_-0.6,-0.6,PyTorch
c2,0.007071687215226515,0.00015167055540374572,AtlasNet,SVD-MH_-0.7,-0.7,PyTorch
mp2,0.007972033448301042,0.00018023263023228542,AtlasNet,SVD-MH_-0.7,-0.7,PyTorch
c2,0.007934007982403336,0.00015473643333480436,AtlasNet,SVD-MH_-0.8,-0.8,PyTorch
mp2,0.008592597741162973,0.00020062564297409138,AtlasNet,SVD-MH_-0.8,-0.8,PyTorch
c2,0.007226946483167453,0.00015703107845704478,AtlasNet,SVD-MH_-0.9,-0.9,PyTorch
mp2,0.00789527582417592,0.0001997929727837608,AtlasNet,SVD-MH_-0.9,-0.9,PyTorch
c2,0.009152782326743276,0.00016487554857382453,AtlasNet,SVD-MH_-1.0,-1.0,PyTorch
mp2,0.009287940841711693,0.00018763420831417198,AtlasNet,SVD-MH_-1.0,-1.0,PyTorch
c2,0.008251450120554657,0.00015270601941022114,AtlasNet,SVD-MH_-1.2,-1.2,PyTorch
mp2,0.008511603118149226,0.00019190563480421237,AtlasNet,SVD-MH_-1.2,-1.2,PyTorch
c2,0.009112892673379381,0.00017342826473072524,AtlasNet,SVD-MH_-1.4,-1.4,PyTorch
mp2,0.009233908046091099,0.00019405027623101685,AtlasNet,SVD-MH_-1.4,-1.4,PyTorch
c2,0.005471908111700618,0.00019855081551277195,AtlasNet,SVD-MH_-1.6,-1.6,PyTorch
mp2,0.00711055637708144,0.0002041905983506619,AtlasNet,SVD-MH_-1.6,-1.6,PyTorch
c2,0.005163205445788692,0.00020963955986358102,AtlasNet,SVD-MH_-1.8,-1.8,PyTorch
mp2,0.006357230218300678,0.0001976892960471642,AtlasNet,SVD-MH_-1.8,-1.8,PyTorch
c2,0.005140747047394026,0.00021536639353564888,AtlasNet,SVD-MH_-2,-2,PyTorch
mp2,0.006074033129125192,0.00020972585650338754,AtlasNet,SVD-MH_-2,-2,PyTorch
c2,0.00810240805910723,0.00022615632554619518,AtlasNet,SVD-MH_-2.2,-2.2,PyTorch
mp2,0.008794280823987862,0.0002538585982332286,AtlasNet,SVD-MH_-2.2,-2.2,PyTorch
c2,0.008354494209476914,0.0002573213961583177,AtlasNet,SVD-MH_-2.4,-2.4,PyTorch
mp2,0.008332660976453559,0.0002475221826961804,AtlasNet,SVD-MH_-2.4,-2.4,PyTorch
c2,0.003331026182623211,0.0001938649591226785,AtlasNet,SVD-MH_-2.6,-2.6,PyTorch
mp2,0.004803679253914647,0.0001909118612866565,AtlasNet,SVD-MH_-2.6,-2.6,PyTorch
c2,0.00809887060666115,0.0002238821235767632,AtlasNet,SVD-MH_-2.8,-2.8,PyTorch
mp2,0.008455891910896251,0.00020717969257669274,AtlasNet,SVD-MH_-2.8,-2.8,PyTorch
c2,0.011391724705943745,0.00024740215581265567,AtlasNet,SVD-MH_-3,-3,PyTorch
mp2,0.011369677927159337,0.000249126283721136,AtlasNet,SVD-MH_-3,-3,PyTorch
