variance,layer,architecture,task,kind,source,n
0.7273542,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.7254021,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.82378745,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.8271741,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.8303724,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.83429956,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
1.0219958,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
1.0073873,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.99679947,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.98990536,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.9838555,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.9710599,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.9690293,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.9596621,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.9512266,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.94649506,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.9448491,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.9267166,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.92441297,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
1.0419688,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.9167432,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.90621203,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.902663,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.89174455,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.88736266,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.8801124,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.8768098,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.86641526,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.86206514,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.85276157,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.8510764,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.8500515,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.8422794,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.8396376,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.9155092,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.52726984,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.14183001,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.5245025,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.405216,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.40435442,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4038836,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4032759,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.40300554,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4025739,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4019675,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4017209,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.40139896,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.39997813,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.39950943,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.39880618,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.39821357,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.39768133,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3970582,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.39683735,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3963584,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.39547035,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3949087,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.39446488,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.39365953,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3929945,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.39240053,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.39168155,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3911461,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3906705,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3905329,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.405797,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4065436,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4071434,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.40775213,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.42596754,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.42468342,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.42429522,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.42338762,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.42290595,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.42210296,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.42188495,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4212779,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.42085072,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.42056838,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.42001823,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4187936,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4174427,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.52611387,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.41725314,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4157752,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.41490525,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.41398388,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.41345897,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.41280335,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.41255942,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.41222858,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.41177434,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.41044328,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.41027448,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.40961957,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.40882832,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4083552,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.41615665,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.42666864,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3894692,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.38810357,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3695628,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.36906785,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3678627,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.36741117,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.36709008,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.36611462,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.36610198,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.36527807,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.36480507,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3644019,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.36396646,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.36347416,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.36334592,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.36244595,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3619198,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3613431,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.36084363,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3598921,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.35961542,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3592493,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.35890624,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.35877988,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.35826904,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.35751146,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.35721916,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.35641113,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3562309,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3698602,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.37037632,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.371002,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.371322,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.38757104,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.38729763,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.38685378,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.38537896,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.38519946,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.38465548,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3835383,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.38245657,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3823357,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.38203448,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.38156876,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3814508,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.38067085,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.38835758,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.37964308,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.37854964,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.37767807,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3774866,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.37693474,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.37644395,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3755944,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.37504554,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.37429345,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.37349382,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.37345335,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.37269714,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.37228793,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.37167183,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.37874994,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.42738423,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.3897233,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.42859823,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.49542797,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4944342,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4939915,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.49257454,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4915352,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.49099612,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.48915946,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4885457,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.48775885,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.48663005,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.48624808,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.48490107,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4844927,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.48376727,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.48344296,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.48242593,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.48110503,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.48082152,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4799791,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.47951934,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.47886035,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.478217,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.47773132,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.47640002,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.47475955,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4746974,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.47398674,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.49750277,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.49798617,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.49916536,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4998912,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.42802742,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.52396256,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.5237644,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.52241,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.52128804,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.52049994,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.5189816,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.5185392,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.5178521,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.5175756,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.51663077,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.5142621,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.51384604,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.47322193,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.5133437,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.5104651,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.50934714,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.50880307,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.5083795,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.5077724,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.50678486,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.5062553,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.50539637,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.50444007,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.50322676,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.502782,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.50176287,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.50014895,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.5117443,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.47232652,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4962716,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4707046,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.44706723,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.44624633,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.44606972,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.44537696,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4446292,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4438384,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.44345337,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4421644,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.44148806,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.44053927,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.44011912,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.43961793,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.43925905,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.44814223,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.43884417,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.43708813,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.43681237,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4358335,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.43528727,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.43447542,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.43407798,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.43286467,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4324781,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.43162638,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4310699,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4307537,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.42992684,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4715178,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.43768156,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.44859856,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4290833,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.44955498,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.44903275,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.46944776,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.46925655,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.46824545,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.46775898,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.46692726,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.46512747,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.46438417,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.46365842,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.46305755,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4621965,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4615131,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.46068996,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4600294,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.46990803,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.45868883,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.45953467,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.45094597,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.45115843,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.45195168,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4544148,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.45381898,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.45572257,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.45621842,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4568412,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.45737147,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.4582593,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
0.45479396,c2,AtlasNet,seed_0,init_normal0.025,a+pcs_NA,
1.1174293,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1088971,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1122012,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1137934,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1179817,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.127556,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1197188,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1225648,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1240929,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1262397,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0840505,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1189301,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1076369,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.09647,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1030391,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1014923,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1004593,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0998563,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0980462,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0957831,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0928402,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0910976,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0905639,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0870154,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0862668,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0844004,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.128232,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1045649,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1299622,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1537033,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1322807,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.083402,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1814501,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1779481,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1765634,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1749005,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.174339,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1710652,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1703092,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.16839,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1665893,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1651832,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1625568,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1619816,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1603147,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1581131,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1551993,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1527376,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1520503,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1503052,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1493592,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1475857,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1447972,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1443629,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.14123,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1404346,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1369584,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1348704,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.1312901,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.080791,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
0.9838767,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.078021,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0271921,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0257312,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0230161,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0200573,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0196347,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0172218,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.016515,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.01592,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
1.0150821,c2,AtlasNet,seed_0,init_normal0.05,a+pcs_NA,
